author_list_paper_id,author_list_author_id,author_list_affiliation_id
W13-3605,19475,55.0
W13-3605,19694,55.0
W13-3605,20349,55.0
W13-3606,2265,55.0
W13-3606,11968,55.0
W13-3607,5028,55.0
W13-3607,20232,55.0
W13-3608,18674,55.0
W13-3609,5247,55.0
W13-3609,20194,55.0
W13-3610,8155,55.0
W13-3610,18974,55.0
W13-3610,20534,55.0
W13-3611,1605,55.0
W13-3611,9611,55.0
W13-3611,16210,55.0
W13-3612,14511,55.0
W13-3612,17412,55.0
W13-3613,2566,55.0
W13-3613,2569,55.0
W13-3613,5458,55.0
W13-3613,6514,55.0
W13-3613,16493,55.0
W13-3613,18029,55.0
W13-3614,1483,55.0
W13-3614,21401,55.0
W13-3615,19360,55.0
W13-3616,19030,55.0
W13-3616,19189,55.0
W13-3616,19649,55.0
W13-3616,20222,55.0
W13-3616,20498,55.0
W13-3616,20599,55.0
W13-3617,10027,55.0
W13-3617,15069,55.0
W13-3617,20065,55.0
W13-4001,19154,55.0
W13-4002,281,55.0
W13-4002,870,55.0
W13-4002,4048,55.0
W13-4002,12567,55.0
W13-4002,18551,55.0
W13-4003,2616,55.0
W13-4003,10875,55.0
W13-4003,15211,55.0
W13-4004,15009,55.0
W13-4005,11826,55.0
W13-4005,17110,55.0
W13-4006,12159,55.0
W13-4006,18830,55.0
W13-4007,1710,55.0
W13-4007,2534,55.0
W13-4007,5869,55.0
W13-4007,13310,55.0
W13-4007,20220,55.0
W13-4008,11315,55.0
W13-4008,14768,55.0
W13-4008,15692,55.0
W13-4009,9274,55.0
W13-4009,12740,55.0
W13-4009,13508,55.0
W13-4009,15790,55.0
W13-4010,2638,55.0
W13-4010,4939,55.0
W13-4010,10655,55.0
W13-4010,16286,55.0
W13-4011,1547,55.0
W13-4011,1650,55.0
W13-4012,2455,55.0
W13-4012,13718,55.0
W13-4012,17450,55.0
W13-4013,4612,55.0
W13-4013,9884,55.0
W13-4014,3839,55.0
W13-4014,5802,55.0
W13-4014,14142,55.0
W13-4015,15033,55.0
W13-4015,19099,55.0
W13-4016,5844,55.0
W13-4017,2456,55.0
W13-4017,8354,55.0
W13-4017,11870,55.0
W13-4017,12945,55.0
W13-4017,17665,55.0
W13-4018,12129,55.0
W13-4018,18282,55.0
W13-4019,14643,55.0
W13-4019,14650,55.0
W13-4019,15953,55.0
W13-4020,7248,55.0
W13-4020,14162,55.0
W13-4020,17118,55.0
W13-4021,7248,55.0
W13-4021,10644,55.0
W13-4021,17118,55.0
W13-4022,653,55.0
W13-4022,3116,55.0
W13-4022,7181,55.0
W13-4022,9592,55.0
W13-4022,15350,55.0
W13-4023,1111,55.0
W13-4023,8177,55.0
W13-4023,8967,55.0
W13-4023,13109,55.0
W13-4023,20058,55.0
W13-4024,1215,55.0
W13-4024,1365,55.0
W13-4024,1633,55.0
W13-4024,15021,55.0
W13-4024,15079,55.0
W13-4024,16285,55.0
W13-4024,16491,55.0
W13-4025,1225,55.0
W13-4025,3757,55.0
W13-4025,8036,55.0
W13-4025,10160,55.0
W13-4025,10748,55.0
W13-4025,11153,55.0
W13-4026,491,55.0
W13-4026,914,55.0
W13-4026,1425,55.0
W13-4026,4094,55.0
W13-4026,5739,55.0
W13-4026,6937,55.0
W13-4026,7101,55.0
W13-4026,10160,55.0
W13-4026,10748,55.0
W13-4026,12059,55.0
W13-4026,15057,55.0
W13-4026,17844,55.0
W13-4026,18138,55.0
W13-4026,18470,55.0
W13-4027,1940,55.0
W13-4027,3137,55.0
W13-4027,12070,55.0
W13-4027,15912,55.0
W13-4028,4272,55.0
W13-4028,11043,55.0
W13-4028,15912,55.0
W13-4029,7266,55.0
W13-4029,13306,55.0
W13-4029,16652,55.0
W13-4030,8775,55.0
W13-4030,9398,55.0
W13-4030,15898,55.0
W13-4031,2901,55.0
W13-4031,4829,55.0
W13-4032,852,55.0
W13-4032,3954,55.0
W13-4032,5844,55.0
W13-4032,12398,55.0
W13-4032,12409,55.0
W13-4032,15115,55.0
W13-4032,15879,55.0
W13-4032,18055,55.0
W13-4033,1399,55.0
W13-4034,1989,55.0
W13-4034,6604,55.0
W13-4034,10203,55.0
W13-4034,12174,55.0
W13-4035,2056,55.0
W13-4035,5739,55.0
W13-4035,7103,55.0
W13-4035,8916,55.0
W13-4035,17431,55.0
W13-4035,17844,55.0
W13-4035,18138,55.0
W13-4035,20160,55.0
W13-4036,5322,55.0
W13-4036,5736,55.0
W13-4036,6000,55.0
W13-4036,8745,55.0
W13-4036,10160,55.0
W13-4037,1545,55.0
W13-4037,4587,55.0
W13-4037,11223,55.0
W13-4037,11623,55.0
W13-4037,12659,55.0
W13-4038,13703,55.0
W13-4038,15381,55.0
W13-4039,5618,55.0
W13-4039,18055,55.0
W13-4040,6288,55.0
W13-4040,6595,55.0
W13-4040,13033,55.0
W13-4041,6660,55.0
W13-4041,7330,55.0
W13-4041,14079,55.0
W13-4041,15056,55.0
W13-4041,15457,55.0
W13-4042,1282,55.0
W13-4042,15898,55.0
W13-4043,398,55.0
W13-4043,9190,55.0
W13-4043,11669,55.0
W13-4043,15554,55.0
W13-4044,3528,55.0
W13-4044,11598,55.0
W13-4045,1843,55.0
W13-4045,2384,55.0
W13-4045,5964,55.0
W13-4045,18713,55.0
W13-4046,18713,55.0
W13-4047,4094,55.0
W13-4047,6937,55.0
W13-4047,10160,55.0
W13-4048,8775,55.0
W13-4048,9398,55.0
W13-4048,15898,55.0
W13-4049,1989,55.0
W13-4049,4855,55.0
W13-4050,736,55.0
W13-4050,3404,55.0
W13-4050,4578,55.0
W13-4050,4887,55.0
W13-4050,7698,55.0
W13-4050,8283,55.0
W13-4050,15956,55.0
W13-4050,18620,55.0
W13-4050,19872,55.0
W13-4050,20381,55.0
W13-4051,7204,55.0
W13-4051,11865,55.0
W13-4051,12120,55.0
W13-4051,17255,55.0
W13-4052,1989,55.0
W13-4052,10203,55.0
W13-4052,12174,55.0
W13-4053,5733,55.0
W13-4053,12129,55.0
W13-4053,16136,55.0
W13-4053,16176,55.0
W13-4053,20733,55.0
W13-4054,6772,55.0
W13-4054,10020,55.0
W13-4054,10022,55.0
W13-4054,10067,55.0
W13-4055,1513,55.0
W13-4055,4650,55.0
W13-4055,9494,55.0
W13-4055,9890,55.0
W13-4056,5693,55.0
W13-4056,10875,55.0
W13-4056,13981,55.0
W13-4056,15211,55.0
W13-4057,8291,55.0
W13-4057,19356,55.0
W13-4058,941,55.0
W13-4058,1584,55.0
W13-4058,2546,55.0
W13-4058,3482,55.0
W13-4058,4085,55.0
W13-4058,6937,55.0
W13-4058,8036,55.0
W13-4059,6555,55.0
W13-4059,11863,55.0
W13-4059,16652,55.0
W13-4060,5506,55.0
W13-4060,12740,55.0
W13-4060,19860,55.0
W13-4061,3179,55.0
W13-4061,5282,55.0
W13-4061,8460,55.0
W13-4061,12398,55.0
W13-4061,15116,55.0
W13-4061,15516,55.0
W13-4061,18055,55.0
W13-4062,6555,55.0
W13-4062,11863,55.0
W13-4062,16652,55.0
W13-4063,807,55.0
W13-4063,7039,55.0
W13-4063,16124,55.0
W13-4063,19378,55.0
W13-4064,852,55.0
W13-4064,909,55.0
W13-4064,2395,55.0
W13-4064,5845,55.0
W13-4064,10216,55.0
W13-4064,12398,55.0
W13-4064,12793,55.0
W13-4064,15516,55.0
W13-4064,18055,55.0
W13-4065,1710,55.0
W13-4065,14720,55.0
W13-4065,14826,55.0
W13-4065,19378,55.0
W13-4066,4792,55.0
W13-4066,10091,55.0
W13-4067,10160,55.0
W13-4067,19085,55.0
W13-4068,19378,55.0
W13-4069,10091,55.0
W13-4070,9358,55.0
W13-4070,11432,55.0
W13-4070,20753,55.0
W13-4071,14953,55.0
W13-4071,19756,55.0
W13-4071,19882,55.0
W13-4071,20493,55.0
W13-4072,3119,55.0
W13-4072,8912,55.0
W13-4072,8954,55.0
W13-4072,10055,55.0
W13-4072,16774,55.0
W13-4073,7103,55.0
W13-4073,17844,55.0
W13-4073,20160,55.0
W13-4901,4364,55.0
W13-4901,5321,55.0
W13-4901,11058,55.0
W13-4902,8565,55.0
W13-4902,9509,55.0
W13-4902,13125,55.0
W13-4903,313,55.0
W13-4903,1528,55.0
W13-4903,11959,55.0
W13-4904,18052,55.0
W13-4905,2400,55.0
W13-4905,3413,55.0
W13-4906,3916,55.0
W13-4907,1096,55.0
W13-4908,4854,55.0
W13-4908,6062,55.0
W13-4908,6078,55.0
W13-4909,3243,55.0
W13-4909,16151,55.0
W13-4910,513,55.0
W13-4910,6622,55.0
W13-4910,11553,55.0
W13-4910,14744,55.0
W13-4911,9563,55.0
W13-4911,11360,55.0
W13-4912,6636,55.0
W13-4912,8830,55.0
W13-4912,12119,55.0
W13-4913,12696,55.0
W13-4913,17592,55.0
W13-4914,11295,55.0
W13-4914,11360,55.0
W13-4915,17278,55.0
W13-4916,2622,55.0
W13-4916,12537,55.0
W13-4916,16091,55.0
W13-4917,2400,55.0
W13-4917,3122,55.0
W13-4917,5321,55.0
W13-4917,6062,55.0
W13-4917,6078,55.0
W13-4917,6092,55.0
W13-4917,6308,55.0
W13-4917,6622,55.0
W13-4917,9552,55.0
W13-4917,11228,55.0
W13-4917,11553,55.0
W13-4917,13125,55.0
W13-4917,15308,55.0
W13-4917,16091,55.0
W13-4917,18122,55.0
W13-4917,18596,55.0
W13-4917,18674,55.0
W13-4917,19522,55.0
W13-5001,6021,55.0
W13-5002,1638,55.0
W13-5002,3442,55.0
W13-5002,6017,55.0
W13-5002,6034,55.0
W13-5002,6942,55.0
W13-5002,15048,55.0
W13-5003,1573,55.0
W13-5003,8606,55.0
W13-5003,15777,55.0
W13-5004,6992,55.0
W13-5004,7483,55.0
W13-5004,16265,55.0
W13-5005,12834,55.0
W13-5005,15621,55.0
W13-5006,1638,55.0
W13-5006,15048,55.0
W13-5007,4577,55.0
W13-5007,12718,55.0
W13-5007,13361,55.0
W13-5007,15783,55.0
W13-5008,5793,55.0
W13-5008,14721,55.0
W13-5009,16644,55.0
W13-5009,21473,55.0
W13-5010,319,55.0
W13-5010,7641,55.0
W13-5010,8590,55.0
W13-5010,9304,55.0
W13-5010,17287,55.0
W13-5011,1534,55.0
W13-5011,4091,55.0
W13-5011,5368,55.0
W13-5011,9090,55.0
W13-5011,13665,55.0
W13-5011,15509,55.0
W13-5011,18575,55.0
W14-0201,1545,55.0
W14-0201,4587,55.0
W14-0201,14912,55.0
W14-0201,19163,55.0
W14-0202,8428,55.0
W14-0202,9122,55.0
W14-0202,10476,55.0
W14-0202,11138,55.0
W14-0203,4149,55.0
W14-0203,5397,55.0
W14-0203,7216,55.0
W14-0203,8036,55.0
W14-0204,9122,55.0
W14-0204,9610,55.0
W14-0204,9730,55.0
W14-0204,11139,55.0
W14-0204,18779,55.0
W14-0205,924,55.0
W14-0205,1460,55.0
W14-0206,1460,55.0
W14-0206,10981,55.0
W14-0207,2536,55.0
W14-0207,17283,55.0
W14-0207,18743,55.0
W14-0208,8036,55.0
W14-0208,10160,55.0
W14-0209,8632,55.0
W14-0209,9122,55.0
W14-0209,9730,55.0
W14-0209,9745,55.0
W14-0209,10978,55.0
W14-0209,11139,55.0
W14-0209,18779,55.0
W14-0210,1073,55.0
W14-0210,11312,55.0
W14-0210,12064,55.0
W14-0210,18779,55.0
W14-0211,13703,55.0
W14-0211,15381,55.0
W14-0211,16946,55.0
W14-0211,17317,55.0
W14-0212,1282,55.0
W14-0212,2248,55.0
W14-0212,8775,55.0
W14-0212,9333,55.0
W14-0212,9398,55.0
W14-0212,15898,55.0
W14-0213,4552,55.0
W14-0213,4553,55.0
W14-0213,6555,55.0
W14-0301,1551,55.0
W14-0301,9999,55.0
W14-0301,11022,55.0
W14-0302,442,55.0
W14-0302,10148,55.0
W14-0303,6372,55.0
W14-0303,9053,55.0
W14-0303,20400,55.0
W14-0304,16325,55.0
W14-0305,4583,55.0
W14-0306,2460,55.0
W14-0306,15851,55.0
W14-0307,5864,55.0
W14-0307,9215,55.0
W14-0308,16026,55.0
W14-0308,18539,55.0
W14-0308,19614,55.0
W14-0309,5289,55.0
W14-0309,14523,55.0
W14-0309,18002,55.0
W14-0310,1945,55.0
W14-0310,15314,55.0
W14-0310,16175,55.0
W14-0310,16527,55.0
W14-0311,4049,55.0
W14-0311,4505,55.0
W14-0311,9740,55.0
W14-0311,9938,55.0
W14-0312,10827,55.0
W14-0312,16902,55.0
W14-0313,1541,55.0
W14-0313,4954,55.0
W14-0313,5002,55.0
W14-0314,18539,55.0
W14-0314,20291,55.0
W14-0315,11969,55.0
W14-0401,1159,55.0
W14-0402,1159,55.0
W14-0402,1657,55.0
W14-0402,16064,55.0
W14-0403,17191,55.0
W14-0404,584,55.0
W14-0404,926,55.0
W14-0404,13718,55.0
W14-0404,15663,55.0
W14-0404,18730,55.0
W14-0405,9151,55.0
W14-0405,10786,55.0
W14-0406,1869,55.0
W14-0406,2138,55.0
W14-0406,2538,55.0
W14-0406,4002,55.0
W14-0406,4229,55.0
W14-0406,10161,55.0
W14-0406,11054,55.0
W14-0406,14191,55.0
W14-0406,17052,55.0
W14-0501,1708,55.0
W14-0502,773,55.0
W14-0502,1735,55.0
W14-0502,18499,55.0
W14-0503,13880,55.0
W14-0503,14110,55.0
W14-0504,5381,55.0
W14-0505,12891,55.0
W14-0505,21463,55.0
W14-0506,3250,55.0
W14-0507,3233,55.0
W14-0507,5742,55.0
W14-0507,10157,55.0
W14-0507,13684,55.0
W14-0507,15200,55.0
W14-0507,19514,55.0
W14-0508,1475,55.0
W14-0508,2261,55.0
W14-0509,1381,55.0
W14-0509,14792,55.0
W14-0509,20780,55.0
W14-0510,2201,55.0
W14-0510,5603,55.0
W14-0510,10151,55.0
W14-0511,8800,55.0
W14-0511,19337,55.0
W14-0601,1540,55.0
W14-0601,3551,55.0
W14-0601,7187,55.0
W14-0601,17697,55.0
W14-0601,17881,55.0
W14-0602,3967,55.0
W14-0602,18866,55.0
W14-0603,480,55.0
W14-0603,3286,55.0
W14-0603,9112,55.0
W14-0604,3042,55.0
W14-0604,3107,55.0
W14-0604,4096,55.0
W14-0604,12205,55.0
W14-0604,14427,55.0
W14-0604,17262,55.0
W14-0605,11867,55.0
W14-0605,13125,55.0
W14-0605,14064,55.0
W14-0606,1230,55.0
W14-0606,14244,55.0
W14-0607,2346,55.0
W14-0607,4565,55.0
W14-0607,14776,55.0
W14-0608,6585,55.0
W14-0608,15528,55.0
W14-0609,4519,55.0
W14-0609,8613,55.0
W14-0609,8816,55.0
W14-0610,3340,55.0
W14-0610,6506,55.0
W14-0610,13421,55.0
W14-0610,14249,55.0
W14-0611,1454,55.0
W14-0612,1827,55.0
W14-0612,4226,55.0
W14-0612,9445,55.0
W14-0612,14046,55.0
W14-0613,690,55.0
W14-0613,4178,55.0
W14-0613,4214,55.0
W14-0613,11630,55.0
W14-0614,812,55.0
W14-0614,885,55.0
W14-0614,11157,55.0
W14-0614,19618,55.0
W14-0615,13802,55.0
W14-0616,13107,55.0
W14-0617,6393,55.0
W14-0617,17916,55.0
W14-0618,11377,55.0
W14-0618,15661,55.0
W14-0701,3795,55.0
W14-0701,7691,55.0
W14-0702,12148,55.0
W14-0702,16907,55.0
W14-0702,16936,55.0
W14-0702,17968,55.0
W14-0703,2257,55.0
W14-0703,2284,55.0
W14-0703,6960,55.0
W14-0703,17271,55.0
W14-0704,7110,55.0
W14-0704,16924,55.0
W14-0705,1379,55.0
W14-0705,8517,55.0
W14-0706,11962,55.0
W14-0707,15009,55.0
W14-0801,16704,55.0
W14-0802,4952,55.0
W14-0802,11550,55.0
W14-0803,12701,55.0
W14-0803,18674,55.0
W14-0804,19187,55.0
W14-0805,11465,55.0
W14-0805,15639,55.0
W14-0806,8751,55.0
W14-0806,15289,55.0
W14-0806,15620,55.0
W14-0807,5327,55.0
W14-0807,5984,55.0
W14-0807,11465,55.0
W14-0808,12931,55.0
W14-0808,13787,55.0
W14-0808,13907,55.0
W14-0809,2538,55.0
W14-0810,8262,55.0
W14-0810,9024,55.0
W14-0810,15592,55.0
W14-0810,16153,55.0
W14-0811,5417,55.0
W14-0811,14062,55.0
W14-0812,4427,55.0
W14-0812,13125,55.0
W14-0813,16942,55.0
W14-0814,2143,55.0
W14-0814,17084,55.0
W14-0815,4704,55.0
W14-0815,8091,55.0
W14-0816,1842,55.0
W14-0816,6303,55.0
W14-0816,13637,55.0
W14-0816,14399,55.0
W14-0817,13125,55.0
W14-0817,18277,55.0
W14-0818,15220,55.0
W14-0818,16006,55.0
W14-0819,4446,55.0
W14-0819,11653,55.0
W14-0819,13965,55.0
W14-0819,17124,55.0
W14-0820,434,55.0
W14-0820,4162,55.0
W14-0821,13125,55.0
W14-0821,15976,55.0
W14-0901,3867,55.0
W14-0901,12268,55.0
W14-0902,541,55.0
W14-0902,2196,55.0
W14-0903,12075,55.0
W14-0903,20340,55.0
W14-0904,10202,55.0
W14-0904,10241,55.0
W14-0905,3355,55.0
W14-0905,16926,55.0
W14-0906,7838,55.0
W14-0906,12156,55.0
W14-0907,290,55.0
W14-0907,1069,55.0
W14-0907,3832,55.0
W14-0907,20589,55.0
W14-0908,8816,55.0
W14-1001,18328,55.0
W14-1002,1206,55.0
W14-1002,5895,55.0
W14-1003,17556,55.0
W14-1004,16325,55.0
W14-1005,9215,55.0
W14-1005,19383,55.0
W14-1006,6591,55.0
W14-1007,8751,55.0
W14-1007,15289,55.0
W14-1007,15620,55.0
W14-1008,9870,55.0
W14-1008,18052,55.0
W14-1008,18743,55.0
W14-1009,12811,55.0
W14-1009,13613,55.0
W14-1009,13618,55.0
W14-1010,735,55.0
W14-1010,12168,55.0
W14-1011,13125,55.0
W14-1012,8829,55.0
W14-1013,1111,55.0
W14-1014,976,55.0
W14-1014,4530,55.0
W14-1014,5797,55.0
W14-1014,5971,55.0
W14-1015,2609,55.0
W14-1015,3504,55.0
W14-1016,14792,55.0
W14-1016,16269,55.0
W14-1017,18498,55.0
W14-1018,4530,55.0
W14-1101,652,55.0
W14-1102,4609,55.0
W14-1102,9250,55.0
W14-1102,12382,55.0
W14-1102,13408,55.0
W14-1102,18139,55.0
W14-1103,3361,55.0
W14-1103,13806,55.0
W14-1103,18042,55.0
W14-1104,12940,55.0
W14-1104,20558,55.0
W14-1105,15017,55.0
W14-1105,17062,55.0
W14-1106,13469,55.0
W14-1106,13987,55.0
W14-1107,17568,55.0
W14-1108,14586,55.0
W14-1108,14951,55.0
W14-1109,1706,55.0
W14-1109,2136,55.0
W14-1109,4717,55.0
W14-1109,19273,55.0
W14-1110,553,55.0
W14-1110,652,55.0
W14-1110,17841,55.0
W14-1111,3468,55.0
W14-1111,12108,55.0
W14-1111,16426,55.0
W14-1112,15218,55.0
W14-1112,17076,55.0
W14-1113,2527,55.0
W14-1113,6078,55.0
W14-1113,13469,55.0
W14-1113,13975,55.0
W14-1113,15711,55.0
W14-1114,6748,55.0
W14-1114,14525,55.0
W14-1115,9469,55.0
W14-1115,16019,55.0
W14-1116,6247,55.0
W14-1116,6748,55.0
W14-1117,11563,55.0
W14-1117,14986,55.0
W14-1117,16105,55.0
W14-1118,5975,55.0
W14-1118,11495,55.0
W14-1118,12250,55.0
W14-1118,12623,55.0
W14-1118,15594,55.0
W14-1118,15598,55.0
W14-1201,12185,55.0
W14-1201,15523,55.0
W14-1201,21480,55.0
W14-1202,623,55.0
W14-1202,6247,55.0
W14-1202,6748,55.0
W14-1203,11990,55.0
W14-1203,18363,55.0
W14-1204,1012,55.0
W14-1204,14945,55.0
W14-1204,15523,55.0
W14-1205,6302,55.0
W14-1206,1520,55.0
W14-1206,2111,55.0
W14-1206,10502,55.0
W14-1207,212,55.0
W14-1207,5301,55.0
W14-1207,9683,55.0
W14-1207,16656,55.0
W14-1208,5109,55.0
W14-1208,13210,55.0
W14-1208,17345,55.0
W14-1209,9683,55.0
W14-1209,18548,55.0
W14-1209,19432,55.0
W14-1210,4792,55.0
W14-1210,13917,55.0
W14-1211,4457,55.0
W14-1211,7122,55.0
W14-1211,9683,55.0
W14-1211,11867,55.0
W14-1211,17727,55.0
W14-1212,3238,55.0
W14-1212,4221,55.0
W14-1213,4906,55.0
W14-1214,603,55.0
W14-1214,16902,55.0
W14-1215,4325,55.0
W14-1215,4839,55.0
W14-1301,12405,55.0
W14-1301,12483,55.0
W14-1302,7748,55.0
W14-1302,13446,55.0
W14-1302,21401,55.0
W14-1303,1082,55.0
W14-1303,10970,55.0
W14-1304,9618,55.0
W14-1304,10488,55.0
W14-1304,21401,55.0
W14-1305,18031,55.0
W14-1305,20274,55.0
W14-1306,702,55.0
W14-1306,13865,55.0
W14-1307,248,55.0
W14-1307,4778,55.0
W14-1308,4778,55.0
W14-1308,18009,55.0
W14-1309,9543,55.0
W14-1309,17045,55.0
W14-1401,14779,55.0
W14-1402,6399,55.0
W14-1402,20317,55.0
W14-1403,886,55.0
W14-1403,5983,55.0
W14-1404,19509,55.0
W14-1405,2788,55.0
W14-1405,11017,55.0
W14-1406,3261,55.0
W14-1406,6321,55.0
W14-1406,11230,55.0
W14-1407,4014,55.0
W14-1407,14403,55.0
W14-1408,5090,55.0
W14-1409,3433,55.0
W14-1409,4257,55.0
W14-1409,9876,55.0
W14-1409,9890,55.0
W14-1410,7448,55.0
W14-1410,14501,55.0
W14-1411,3433,55.0
W14-1411,5090,55.0
W14-1411,5977,55.0
W14-1501,5975,55.0
W14-1501,8519,55.0
W14-1502,14894,55.0
W14-1502,19176,55.0
W14-1502,19223,55.0
W14-1503,3261,55.0
W14-1503,8882,55.0
W14-1504,4423,55.0
W14-1504,9704,55.0
W14-1504,12259,55.0
W14-1504,17470,55.0
W14-1505,12065,55.0
W14-1505,14501,55.0
W14-1601,7454,55.0
W14-1601,8255,55.0
W14-1601,11561,55.0
W14-1601,14214,55.0
W14-1601,17441,55.0
W14-1602,2768,55.0
W14-1602,11589,55.0
W14-1603,1549,55.0
W14-1603,8670,55.0
W14-1603,14910,55.0
W14-1604,423,55.0
W14-1604,4791,55.0
W14-1604,6622,55.0
W14-1604,14744,55.0
W14-1605,1181,55.0
W14-1605,12475,55.0
W14-1605,13023,55.0
W14-1606,12244,55.0
W14-1606,17906,55.0
W14-1607,687,55.0
W14-1607,9111,55.0
W14-1608,2078,55.0
W14-1608,14907,55.0
W14-1609,9599,55.0
W14-1609,11747,55.0
W14-1609,13805,55.0
W14-1610,3715,55.0
W14-1610,6093,55.0
W14-1610,10245,55.0
W14-1611,6543,55.0
W14-1611,11363,55.0
W14-1612,3643,55.0
W14-1612,16515,55.0
W14-1613,6508,55.0
W14-1613,19659,55.0
W14-1614,313,55.0
W14-1614,13125,55.0
W14-1614,17878,55.0
W14-1615,1078,55.0
W14-1615,4505,55.0
W14-1615,5721,55.0
W14-1615,16730,55.0
W14-1616,3338,55.0
W14-1616,4399,55.0
W14-1616,5055,55.0
W14-1617,2360,55.0
W14-1617,7848,55.0
W14-1618,6092,55.0
W14-1618,10245,55.0
W14-1619,3715,55.0
W14-1619,6093,55.0
W14-1619,11899,55.0
W14-1619,17428,55.0
W14-1619,20242,55.0
W14-1620,4474,55.0
W14-1620,5336,55.0
W14-1701,2078,55.0
W14-1701,2157,55.0
W14-1701,6638,55.0
W14-1701,12940,55.0
W14-1701,17356,55.0
W14-1701,19575,55.0
W14-1702,664,55.0
W14-1702,5028,55.0
W14-1702,9204,55.0
W14-1702,19984,55.0
W14-1702,20232,55.0
W14-1703,6403,55.0
W14-1703,8380,55.0
W14-1704,2726,55.0
W14-1704,6622,55.0
W14-1704,15305,55.0
W14-1704,15359,55.0
W14-1704,15645,55.0
W14-1705,1888,55.0
W14-1705,4453,55.0
W14-1705,12183,55.0
W14-1705,18354,55.0
W14-1705,20269,55.0
W14-1706,6514,55.0
W14-1707,2363,55.0
W14-1707,6991,55.0
W14-1708,1605,55.0
W14-1708,2801,55.0
W14-1708,9611,55.0
W14-1709,10022,55.0
W14-1709,10067,55.0
W14-1710,8155,55.0
W14-1710,18974,55.0
W14-1710,20534,55.0
W14-1711,2756,55.0
W14-1711,10936,55.0
W14-1711,18964,55.0
W14-1711,19057,55.0
W14-1711,19475,55.0
W14-1711,20349,55.0
W14-1712,2716,55.0
W14-1712,2718,55.0
W14-1712,2719,55.0
W14-1712,2746,55.0
W14-1712,7484,55.0
W14-1712,7556,55.0
W14-1712,19555,55.0
W14-1712,20053,55.0
W14-1713,18922,55.0
W14-1713,20442,55.0
W14-1801,3108,55.0
W14-1801,16802,55.0
W14-1802,1525,55.0
W14-1802,2941,55.0
W14-1802,2991,55.0
W14-1802,20529,55.0
W14-1803,4832,55.0
W14-1803,19035,55.0
W14-1804,5884,55.0
W14-1804,6108,55.0
W14-1804,7536,55.0
W14-1804,14745,55.0
W14-1805,354,55.0
W14-1805,17650,55.0
W14-1806,5148,55.0
W14-1806,14492,55.0
W14-1806,19313,55.0
W14-1807,8847,55.0
W14-1807,12603,55.0
W14-1808,10109,55.0
W14-1808,10203,55.0
W14-1808,16296,55.0
W14-1808,19335,55.0
W14-1809,2897,55.0
W14-1809,10883,55.0
W14-1809,20323,55.0
W14-1810,2311,55.0
W14-1810,11172,55.0
W14-1811,2991,55.0
W14-1811,11977,55.0
W14-1812,10635,55.0
W14-1812,12971,55.0
W14-1813,1664,55.0
W14-1813,2179,55.0
W14-1813,11168,55.0
W14-1813,13194,55.0
W14-1813,15169,55.0
W14-1813,15447,55.0
W14-1813,16518,55.0
W14-1814,19682,55.0
W14-1814,20116,55.0
W14-1815,2768,55.0
W14-1815,17390,55.0
W14-1815,19848,55.0
W14-1816,2897,55.0
W14-1816,3871,55.0
W14-1816,4832,55.0
W14-1816,10015,55.0
W14-1816,10181,55.0
W14-1816,19035,55.0
W14-1816,20116,55.0
W14-1816,20323,55.0
W14-1817,11899,55.0
W14-1817,20357,55.0
W14-1818,10635,55.0
W14-1818,20395,55.0
W14-1819,15609,55.0
W14-1819,16314,55.0
W14-1820,3234,55.0
W14-1820,4002,55.0
W14-1820,12343,55.0
W14-1820,18564,55.0
W14-1820,19341,55.0
W14-1821,8259,55.0
W14-1821,14157,55.0
W14-1821,18727,55.0
W14-1901,14870,55.0
W14-1902,13877,55.0
W14-1903,2641,55.0
W14-1903,3065,55.0
W14-1904,1362,55.0
W14-1904,12048,55.0
W14-1904,15384,55.0
W14-1904,18986,55.0
W14-1905,362,55.0
W14-1905,800,55.0
W14-1905,17534,55.0
W14-1906,6299,55.0
W14-1906,15633,55.0
W14-1906,18946,55.0
W14-2001,10256,55.0
W14-2001,16468,55.0
W14-2001,16608,55.0
W14-2002,7983,55.0
W14-2002,10613,55.0
W14-2003,16004,55.0
W14-2004,6254,55.0
W14-2004,11414,55.0
W14-2005,1156,55.0
W14-2005,4997,55.0
W14-2005,17078,55.0
W14-2006,1356,55.0
W14-2006,1781,55.0
W14-2006,4997,55.0
W14-2006,17078,55.0
W14-2006,18585,55.0
W14-2007,14942,55.0
W14-2007,19043,55.0
W14-2007,20052,55.0
W14-2008,1985,55.0
W14-2008,5021,55.0
W14-2008,13463,55.0
W14-2008,18739,55.0
W14-2101,15691,55.0
W14-2101,18517,55.0
W14-2101,18831,55.0
W14-2102,6304,55.0
W14-2103,7449,55.0
W14-2103,11949,55.0
W14-2104,2150,55.0
W14-2104,10635,55.0
W14-2104,13429,55.0
W14-2105,2451,55.0
W14-2105,13752,55.0
W14-2106,156,55.0
W14-2106,5912,55.0
W14-2106,12196,55.0
W14-2106,12603,55.0
W14-2106,18787,55.0
W14-2107,1832,55.0
W14-2107,21479,55.0
W14-2108,15945,55.0
W14-2109,331,55.0
W14-2109,6559,55.0
W14-2109,7162,55.0
W14-2109,9933,55.0
W14-2109,10246,55.0
W14-2109,14272,55.0
W14-2109,15088,55.0
W14-2109,16686,55.0
W14-2110,1368,55.0
