affiliation_affiliation_id,affiliation_name,address
1112,Myanmar Unicode and NLP Research Center,Yangon Myanmar
1113,NASA Ames Research Center,Moffett Field CA
1114,"NASA Ames Research Center, Moffett Field CA; SRI International, Menlo Park CA; Netdecisions",Cambridge UK
1115,"NASA Ames Research Center, Moffett Field CA; University of California",Santa Cruz
1116,NEC Corporation,Kanagawa Japan
1117,NEC Laboratories America,Cupertino CA
1118,NEC Laboratories,Beijing China
1119,NEC Research Institute,Princeton NJ
1120,NHK STRL,Tokyo Japan
1121,"NHK STRL, Tokyo Japan; Telecommunications Advancement Organization of Japan",Japan
1122,NISLab,Denmark
1123,NSIS Corporation,Kawasaki Japan
1124,NTT Advanced Technology Corporation,Yokohama Japan
1125,NTT Basic Research Laboratories,Japan
1126,NTT Basic Research Laboratories,Kanagawa Japan
1127,NTT Communication Science Laboratories,Kyoto Japan
1128,"NTT Communication Science Laboratories, Kyoto Japan; University of Melbourne",Melbourne Australia
1129,NTT Cyber Solutions Laboratory,Kanagawa Japan
1130,NTT Cyber Space Laboratories,Kanagawa Japan
1131,"NTT Cyber Space Laboratories, Kanagawa Japan; NTT Data Corporation",Kawasaki Japan
1132,NTT Data Corporation,Kawasaki Japan
1133,NTT Electrical Communication Laboratories,Yokosuka Japan
1134,NTT Human Interface Laboratories,Yokosuka Japan
1135,NTT Information and Communication Systems Laboratories,Yokosuka Japan
1136,"NTT Intelligent Technology Co., Ltd.",Yokohama Japan
1137,NTT Musashino Electrical Communication Laboratories,Musashino Japan
1138,NTT Network Information Systems Laboratories,Yokosuka Japan
1139,NYNEX Science and Technology,White Plains NY
1140,"NYNEX Science and Technology, White Plains NY; Utrecht University",Utrecht The Netherlands
1141,Nagaoka University of Technology,Nagaoka City Japan
1142,Nagasaki University,Nagasaki Japan
1143,Nagoya Institute of Technology,Nagoya Japan
1144,"Nagoya Institute of Technology, Nagoya Japan; National Institute of Information and Communications Technology",Kyoto Japan
1145,Nagoya University,Nagoya Japan
1146,Nanjing Normal University,Nanjing China
1147,Nanjing University,Nanjing China
1148,"Nanjing University, Nanjing China; Nanjing Normal University",Nanjing China
1149,Nankai University,China
1150,Nanyang Technical University,Singapore
1151,Nara Institute of Science and Technology,Nara Japan
1152,"Nara Institute of Science and Technology, Nara Japan; Kasetsart University",Bangkok Thailand
1153,"Nara Institute of Science and Technology, Nara Japan; NTT Cyber Space Laboratories",Kanagawa Japan
1154,"Nara Institute of Science and Technology, Nara Japan; Oki Electric Industry Co., Ltd.",Osaka Japan
1155,"Nara Institute of Science and Technology, Nara Japan; Osaka Prefecture University",Sakai Japan
1156,"Nara Institute of Science and Technology, Nara Japan; Osaka University",Osaka Japan
1157,Naresuan University,Phitsanulok Thailand
1158,National Autonomous University of Mexico,Mexico City Mexico
1159,National Center for Biotechnology Information,Bethesda MD
1160,"National Center for Biotechnology Information, Bethesda MD; National Library of Medicine",Bethesda MD
1161,National Center for Science Information Systems,Tokyo Japan
1162,National Center for Text Mining,UK
1163,National Center for University Entrance Examinations,Tokyo Japan
1164,National Center of Biotechnology,Madrid Spain
1165,National Central University,Taoyuan Taiwan
1166,National Cheng Kung University,Tainan Taiwan
1167,"National Cheng Kung University, Tainan Taiwan; Industrial Technology Research Institute",Hsinchu Taiwan
1168,"National Cheng Kung University, Tainan Taiwan; University of Southern California",Marina del Rey CA
1169,National Chengchi University,Taipei Taiwan
1170,National Chi-Nan University,Puli Taiwan
1171,National Chiao Tung University,Hsinchu Taiwan
1172,National Civil Engineering Laboratory (LNEC),Lisbon Portugal
1173,National Educational Library and Museum,Budapest Hungary
1174,National Electronic and Computer Technology Center,Pathumthani Thailand
1175,National Hellenic Research Foundation,Athens Greece; Eurotra
1176,National Ilan University,Ilan City Taiwan
1177,National Institute for Japanese Language,Japan
1178,National Institute for Korean Language,South Korea
1179,National Institute of Advanced Industrial Science and Technology,Tokyo Japan
1180,"National Institute of Advanced Industrial Science and Technology, Tokyo Japan; Hokkaido University",Sapporo Japan
1181,"National Institute of Advanced Industrial Science and Technology, Tokyo Japan; National Institute of Genetics",Japan
1182,"National Institute of Astrophysics, Optics and Electronics",Puebla Mexico
1183,"National Institute of Astrophysics, Optics and Electronics, Puebla Mexico; Technical University of Valencia",Valencia Spain
1184,National Institute of Development Administration,Bangkok Thailand
1185,National Institute of Health,Bethesda MD
1186,National Institute of Informatics (NII),Tokyo Japan
1187,"National Institute of Informatics (NII), Tokyo Japan; National Institute of Advanced Industrial Science and Technology",Tokyo Japan
1188,"National Institute of Informatics (NII), Tokyo Japan; University of Paris 6",Paris France
1189,National Institute of Information and Communications Technology Asia Research Center,Pathumthani Thailand
1190,"National Institute of Information and Communications Technology Asia Research Center, Pathumthani Thailand; National Electronic and Computer Technology Center",Pathumthani Thailand
1191,National Institute of Information and Communications Technology Asia Research Center,Pathumthani Thailand; Thai Computational Linguistics Laboratory
1192,National Institute of Information and Communications Technology,Kyoto Japan
1193,"National Institute of Information and Communications Technology, Kyoto Japan; ATR Spoken Language Communication Research Laboratories",Kyoto Japan
1194,"National Institute of Information and Communications Technology, Kyoto Japan; ATR Spoken Language Communication Research Laboratories, Kyoto Japan; Kinki University",Osaka Japan
1195,"National Institute of Information and Communications Technology, Kyoto Japan; ATR Spoken Language Translation Research Laboratories",Kyoto Japan
1196,"National Institute of Information and Communications Technology, Kyoto Japan; Kinki University",Osaka Japan
1197,"National Institute of Information and Communications Technology, Kyoto Japan; Kobe University",Kobe Japan
1198,"National Institute of Information and Communications Technology, Kyoto Japan; Kyoto University",Kyoto Japan
1199,"National Institute of Information and Communications Technology, Kyoto Japan; Ryukoku University",Otsu Japan
1200,National Institute of Japanese Literature,Tokyo Japan
1201,National Institute of Standards and Technology,Gaithersburg MD
1202,National Institute of Technology,Allahabad India
1203,National Institute of Technology,Kurukshetra India
1204,National Institute of Technology,Rourkela India
1205,National Institute of Technology,Suratkal India
1206,National Institute of Telecommunications,Evry France
1207,National Laboratory for Parallel and Distributed Processing,Changsha China
1208,"National Laboratory for Parallel and Distributed Processing, Changsha China; Beihang University",Beijing China
1209,National Language Research Institute,Japan
1210,National Language Research Institute,Tokyo Japan
1211,National Library of Medicine,Bethesda MD
1212,"National Library of Medicine, Bethesda MD; Vanderbilt University",Nashville TN
1213,National Ministry of Education,Niger
1214,National Museum of Ethnology,Osaka Japan
1215,National Physical Laboratory,Teddington UK
1216,National Polytechnic Institute,Mexico City Mexico
1217,"National Research Council (Fredericton), Fredericton NB; University of Toronto",Toronto ON
1218,National Research Council (Gatineau),Gatineau QU
1219,"National Research Council (Gatineau), Gatineau QU; University of Quebec",Gatineau QU
1220,National Research Council (Ottawa),Ottawa ON
1221,National Research Institute for Mathematics and Computer Science,Amsterdam The Netherlands
1222,"National Research Institute for Mathematics and Computer Science, Amsterdam The Netherlands; Utrecht University",Utrecht The Netherlands
1223,National Science Foundation,Washington D.C.
1224,National Statistical Office,Bangkok Thailand
1225,National Taiwan Normal University,Taipei Taiwan
1226,National Taiwan Ocean University,Keelung Taiwan
1227,National Taiwan University of Science and Technology,Taiwan
1228,National Taiwan University,Taipei Taiwan
1229,"National Taiwan University, Taipei Taiwan; Academia Sinica",Taiwan
1230,National Technical University of Athens,Athens Greece
1231,National Tsinghua University,Hsinchu Taiwan
1232,"National Tsinghua University, Hsinchu Taiwan; Behavior Design Corporation",Hsinchu Taiwan
1233,National University of Computer and Emerging Sciences,Faisal Town Pakistan
1234,National University of Cordoba,Argentina
1235,National University of Defense Technology,Changsha China
1236,National University of Distance Education,Ciudad Universitaria Spain
1237,"National University of Ireland Galway, Galway Ireland; Digital Enterprise Research Institute (DERI)-Galway",Galway Ireland
1238,National University of Ireland,Maynooth Ireland
1239,National University of Malaysia,Bangi Malaysia
1240,National University of Mongolia,Ulaanbaatar Mongolia
1241,National University of Singapore,Singapore
1242,National University of Vietnam,Vietnam
1243,Natural Language Inc.,Berkeley CA
1244,Naval Air Warfare Training Systems Division,Orlando FL
1245,"Naval Command, Control, and Ocean Surveillance Center",San Diego CA
1246,Naval Postgraduate School,Monterey CA
1247,Naval Research Laboratory,Washington D.C.
1248,Naval Weapons Center,China Lake CA
1249,Navistar International,Oakbrook Terrace IL
1250,Nederlandse Taalunie Lange Voorhout,The Netherlands
1251,"Nederlandse Taalunie Lange Voorhout, The Netherlands; Wetenschap en Innovatie",Brussels Belgium
1252,NetEase Information Technology (Beijing) Co. Ltd.,Beijing China
1253,NetPatrol Consulting,Haifa Israel
1254,Netdecisions,Cambridge UK
1255,New Jersey Institute of Technology,Newark NJ
1256,New Mexico State University,Las Cruces NM
1257,"New Mexico State University, Las Cruces NM; Department of Defense, Washington D.C.; Carnegie Mellon University",Pittsburgh PA
1258,"New Mexico State University, Las Cruces NM; NEC Corporation",Kanagawa Japan
1259,"New Mexico State University, Las Cruces NM; Purdue University",West Lafayette IN
1260,New University of Lisbon,Lisbon Portugal
1261,New Univesity of Lisbon,Lisbon Portugal
1262,New York Presbyterian Hospital,New York NY
1263,New York University,New York NY
1264,Nexidia Inc.,Atlanta GA
1265,Nicolaus Copernicus University,Torun Poland
1266,Nihon Unisys Ltd.,Tokyo Japan
1267,"Nitol, LLC",Moscow Russia
1268,Nitsuko Corporation,Japan
1269,Nokia (China) Research Center,Beijing China
1270,Nokia Research Center,Cambridge MA
1271,Nokia Research Center,Helsinki Finland
1272,"Nokia Research Center, Helsinki Finland; Helsinki University of Technology",Helsinki Finland
1273,,NorTel Networks
1274,North Carolina State University,Raleigh NC
1275,"North Carolina State University, Raleigh NC; Applied Research Associates, Inc.",Raleigh NC
1276,North Central College,Naperville IL
1277,North-West University,Potchefstroom South Africa
1278,Northeastern University,Boston MA
1279,Northeastern University,China
1280,"Northeastern University, China; Microsoft Research Asia",Beijing China
1281,Northern Arizona University,Flagstaff AZ
1282,Northern Illinois University,DeKalb IL
1283,Northumbria University,Newcastle upon Tyne UK
1284,Northwestern University,Evanston IL
1285,"Northwestern University, Evanston IL; Telecom ParisTech",Paris France
1286,"Norwegian Resarch Council, Norway; Massachusetts Institute of Technology",Cambridge MA
1287,,Norwegian Sami Parliament
1288,Norwegian University of Science and Technology,Trondheim Norway
1289,"Norwegian University of Science and Technology, Trondheim Norway; Norwegian Defence Research Establishment",Kjeller Norway
1290,Notre Dame Seishin University,Okayama Japan
1291,Nottingham Trent University,Nottingham UK
1292,Nottingham University,Nottingham UK
1293,Novamente LLC,Rockville MD
1294,Nstein Technologies,Montreal QU
1295,Nuance Communications GmbH,Aachen Germany
1296,Nuance Communications,Burlington MA
1297,Nuance Communications,Ghent Belgium
1298,Nuance Communications,Montreal QU
1299,Nucleo Interinstitucional de Linguistica Computational (NILC),Sao Carlos Brazil
1300,Oberta University of Catalonia,Spain
1301,Obirin University,Tokyo Japan
1302,Odense University,Odense Denmark
1303,Odyssey Research Associates,Montreal QU
1304,Office of Advanced Analytic Tools,Washington D.C.
1305,Office of Research and Development,Washington D.C.
1306,Ohio State University,Columbus OH
1307,Ohio University,Athens OH
1308,Oita University,Oita Japan
1309,Okayama University,Okayama Japan
1310,"Oki Electric Industry Co., Ltd.",Osaka Japan
1311,Okinawa Institute of Science and Technology,Okinawa Japan
1312,Old Dominion University,Norfolk VA
1313,Ontario Institute for Studies in Education,Toronto ON
1314,Ontotext AD,Sofia Bulgaria
1315,Onyx Consulting,Inc.
1316,Open University of Catalonia,Barcelona Spain
1317,"Operating Systems, Inc.",Woodland Hills CA
1318,Orange Labs,Cairo Egypt
1319,Orange Labs,Lannion France
1320,Oregon Health & Science University,OR
1321,Oregon State University,Corvallis OR
1322,Osaka Prefecture University,Sakai Japan
1323,Osaka University,Osaka Japan
1324,"Osaka University, Osaka Japan; Nara Institute of Science and Technology",Nara Japan
1325,"Osaka University, Osaka Japan; National Institute of Information and Communications Technology",Kyoto Japan
1326,Otemon Gakuin University,Osaka Japan
1327,Oxford University Press,Oxford UK
1328,Oxford University,Oxford UK
1329,"Oxford University, Oxford UK; Fribourg University",Fribourg Switzerland
1330,PECO Energy,Philadelphia PA
1331,,PPrice Speech and Language
1332,PRC Inc.,McLean VA
1333,PRESTO Japan Science and Technology Corporation,Saitama Japan
1334,,PST Research Group
1335,PUDIS,Prague Czechoslovakia
1336,Pacific Northwest National Laboratory,Richland WA
1337,Palo Alto Research Center,Palo Alto CA
1338,"Palo Alto Research Center, Palo Alto CA; Stanford University",Stanford CA
1339,"Palo Alto Research Center, Palo Alto CA; Technical University of Munich",Munich Germany
1340,Pan American Health Organization,Washington D.C.
1341,Par.O.La sas,Pisa Italy
1342,Parana Catholic University,Curitiba Brazil
1343,"Parana Catholic University, Curitiba Brazil; Freiburg University",Freiburg Germany
1344,Park,Hunil
1345,,Paula S. Newman
1346,Pearson Knowledge Technologies,Palo Alto CA
1347,,Pearson Technologies
1348,Peking University,Beijing China
1349,"Peking University, Beijing China; NEC Laboratories",Beijing China
1350,Pennsylvania State University,State College PA
1351,"Perfect Market, Inc.",Pasadena CA
1352,Petersburg Transport University,St. Petersburg Russia
1353,Philips Research Laboratories Aachen,Aachen Germany
1354,Philips Research Laboratories,Eindhoven The Netherlands
1355,Pisa Research Consortium,Pisa Italy
1356,Plovdiv University,Plovdiv Bulgaria
1357,Pohang University of Science and Technology,Pohang Korea
1358,Polish Academy of Sciences,Warsaw Poland
1359,"Polish Academy of Sciences, Warsaw Poland; Warsaw University",Warsaw Poland
1360,"Polish Scientific Publishers PWN, Warsaw Poland; Warsaw University",Warsaw Poland
1361,Polish-Japanese Institute of Information Technology,Warsaw Poland
1362,Polytechnic Institute of New York University,Hawthorne NY
1363,Polytechnic University of Bari,Bari Italy
1364,Pompeu Fabra University,Barcelona Spain
1365,"Pompeu Fabra University, Barcelona Spain; Catalan Institution for Research and Advanced Studies (ICREA)",Spain
1366,Pondicherry University,Pondicherry India
1367,Pontifical Catholic University of Rio Grande do Sul,Porto Alegre Brazil
1368,Pontifical Catholic University of Rio de Janeiro,Rio de Janeiro Brazil
1369,Port and Airport Research Institute,Kanagawa Japan
1370,Potsdam University,Potsdam Germany
1371,"Powerset, Inc.",San Francisco CA
1372,Poznan University of Economics,Poznan Poland
1373,Poznan University of Technology,Poznan Poland
1374,"Poznan University of Technology, Poznan Poland; Adam Mickiewicz University",Poznan Poland
1375,Princeton University,Princeton NJ
1376,"Princeton University, Princeton NJ; City University of New York-Hunter College",New York NY
1377,"Princeton University, Princeton NJ; Rider University",Lawrenceville NJ
1378,Prism Associates,Towswon MD
1379,Providence University,Taiwan
1380,Punjabi University,Patiala India
1381,Purdue University,West Lafayette IN
1382,"Purdue University, West Lafayette IN; Onyx Consulting",Inc.
1383,"Purdue University, West Lafayette IN; University of Maryland",College Park MD
1384,Pusan National University,Pusan Korea
1385,Putra University Malaysia,Serdang Malaysia
1386,Queen's University of Belfast,Belfast Northern Ireland
1387,Queen's University,Kingston ON
1388,Queensland University of Technology,Brisbane Australia
1389,"Queensland University of Technology, Brisbane Australia; University of Muenster",Muenster Germany
1390,Quinary SpA,Milan Italy
1391,RABA Technologies,Columbia MD
1392,RAND Corporation,Santa Monica CA
1393,"RES International, Canada; University of Ottawa",Ottawa ON
1394,RIKEN,Kanagawa Japan
1395,RMIT University,Melbourne Australia
1396,RTI International,Research Triangle Park NC
1397,RWTH Aachen University,Aachen Germany
1398,Radboud University Nijmegen,Nijmegen The Netherlands
1399,Rashtriya Sanskrit Vidyapeeth,Tirupati India
1400,Real World Computing Partnership,Kawasaki Japan
1401,Reed-Elsevier Inc.,Burlington MA
1402,Renaissance Technologies Corp.,Stony Brook NY
1403,Renaissance Technologies,Stony Brook NY
1404,Rensselaer Polytechnic Institute,Troy NY
1405,Research Center of Samt,Tehran Iran
1406,Research Institute for Applied Computer Science,Budapest Hungary
1407,Research Institute for Computer Techniques and Informatics,Bucharest Romania
1408,Research Institute for Informatics,Bucharest Romania
1409,"Research Institute for Informatics, Bucharest Romania; Romanian Academy",Bucharest Romania
1410,Research Institute for Knowledge Systems,The Netherlands
1411,Research Institute for the Languages of Finland,Helsinki Finland
1412,Research Institute of Mathematical Machines,Prague Czechoslovakia
1413,Research Institute of National Defense Operations Research Center,Stockholm Sweden
1414,"Research Institute of Science and Technology for Society, Tokyo Japan; Massachusetts Institute of Technology",Cambridge MA
1415,"Research Organization of Information and System, Japan; University of Tokyo",Tokyo Japan
1416,Reuters Ltd.,London UK
1417,Reykjavik University,Reykjavik Iceland
1418,Rhetorical Systems Ltd.,Edinburgh UK
1419,Ribbit Software Systems Inc.,Kelowna BC
1420,"Ricoh Co., Ltd.",Tokyo Japan
1421,"Ricoh Software Research Center Beijing Co., Ltd.",Beijing China
1422,Rigel Pharmaceuticals Inc.,San Francisco CA
1423,Ritsumeikan University,Kyoto Japan
1424,Robert Bosch LLC,Palo Alto CA
1425,Robert Gordon University,Aberdeen UK
1426,Rochester Institute of Technology,Rochester NY
1427,Roessingh Research and Development,Enschede The Netherlands
1428,Romanian Academy,Bucharest Romania
1429,,Romanian Mathematical Society
1430,Rome Laboratory,Rome NY
1431,,Rosetta Stone Labs
1432,Roskilde University,Roskilde Denmark
1433,Roswell Park Memorial Institute,Buffalo NY
1434,Rovira i Virgili University,Tarragona Spain
1435,Royal Institute of Technology,Stockholm Sweden
1436,"Royal Institute of Technology, Stockholm Sweden; Euroling AB",Stockholm Sweden
1437,"Royal Institute of Technology, Stockholm Sweden; Stockholm University",Stockholm Sweden
1438,Royal Society of Chemistry,Cambridge UK
1439,Ruhr University Bochum,Bochum Germany
1440,Russian Academy of Sciences,Moscow Russia
1441,Russian Research Institute for Artificial Intelligence,Moscow Russia
1442,Rutgers University,New Brunswick NJ
1443,Ryukoku University,Otsu Japan
1444,"Ryukoku University, Otsu Japan; National Institute of Information and Communications Technology",Kyoto Japan
1445,S.V.U. College of Engineering,Tirupati India
1446,SAIC,Kingstowne VA
1447,SAP Research CEC,St. Gallen Switzerland
1448,SIL International,Dallas TX
1449,SIL International,Lancaster SC
1450,SIL International,Thailand
1451,SIL International-Verano,Lima Peru
1452,SINTEF,Oslo Norway
1453,SITE,Maisons-Alfort France
1454,SITRA Foundation,Helsinki Finland
1455,"SITRA Foundation, Helsinki Finland; Helsinki University of Technology",Helsinki Finland
1456,SK Telecom,Seoul Korea
1457,SONY Computer Science Lab,Paris France
1458,"SONY Computer Science Lab, Paris France; Free University Brussels",Brussels Belgium
1459,SONY US Research Labs,San Jose CA
1460,SONY-Kihara Research Center Inc.,Japan
1461,"SPARTA, Inc.",Berkeley CA
1462,SPAWAR Systems Center,San Diego CA
1463,SRA Corporation,Linthicum MD
1464,SRA International,Fairfax VA
1465,SRI International,Cambridge UK
1466,"SRI International, Cambridge UK; Cambridge University",Cambridge UK
1467,SRI International,Menlo Park CA
1468,"SRI International, Menlo Park CA; Bellcore",Morristown NJ
1469,"SRI International, Menlo Park CA; Stanford University",Stanford CA
1470,"SRI International, Menlo Park CA; University of California at Berkeley",Berkeley CA
1471,"SRI International, Menlo Park CA; University of Pennsylvania",Philadelphia PA
1472,SRI International,San Diego CA
1473,STIM/AP-HP,Paris France
1474,"STIM/AP-HP, Paris France; Institut National de l'Audiovisuel",Bry-sur-Marne France
1475,SWP-Berlin,Berlin Germany
1476,SYSTRAN SA,Paris France
1477,"SYSTRAN SA, Paris France; University of Edinburgh",Edinburgh UK
1478,SYSTRAN Software Inc.,San Diego CA
1479,Saarland University,Saarbrucken Germany
1480,Saarland University,Saarbrucken Germany; Eurotra
1481,"Saarland University, Saarbrucken Germany; German Research Center for Artificial Intelligence",Saarbrucken Germany
1482,"Saarland University, Saarbrucken Germany; German Research Center for Artificial Intelligence, Saarbrucken Germany; Freiburg University",Freiburg Germany
1483,"Saarland University, Saarbrucken Germany; Polytechnic University of Bari",Bari Italy
1484,"Saarland University, Saarbrucken Germany; Stanford University",Stanford CA
1485,"Saarland University, Saarbrucken Germany; University of Sydney",Sydney Australia
1486,Sabanci University,Istanbul Turkey
1487,Sabir Research,Gaithersburg MD
1488,Salzburg University,Salzburg Austria
1489,,Sampo Research Institute
1490,Samsung Advanced Institute of Technology,Gyeonggi-do Korea
1491,San Diego State University,San Diego CA
1492,San Jose State University,San Jose CA
1493,Sandia National Laboratories,Albuquerque NM
1494,Sangmyung University,Chonan Korea
1495,Santa Clara University,Santa Clara CA
1496,"Sanyo Electric Co., Ltd., Osaka Japan; Nagoya University",Nagoya Japan
1497,Sao Paulo State University (UNESP),Sao Paulo Brazil
1498,Satyam Computer Services Ltd.,Bangalore India
1499,School for Advanced Studies in the Social Sciences,Paris France
1500,"School for Advanced Studies in the Social Sciences, Paris France; Electricity of France (EDF) Research Center",France
1501,"School for Advanced Studies in the Social Sciences, Paris France; Electricity of France (EDF) Research Center, France; CNRS",France
1502,"Scicon Ltd., London UK; University of Hamburg",Hamburg Germany
1503,Science Applications International Corporation,McLean VA
1504,Science Applications International Corporation,San Diego CA
1505,Scientific Analysis Group,Delhi India
1506,Scientific and Medical University of Grenoble,Grenoble France
1507,Scivetti,Laura
1508,,Screamware
1509,Scuola Normale Superiore di Pisa,Pisa Italy
1510,Secretary of State,Ottawa ON
1511,"Sehda, Inc.",Mountain View CA
1512,Seinan Jo Gakuin University,Fukuoka Japan
1513,Seinan Jo Gakuin Universiy,Fukuoka Japan
1514,Senshu University,Kawasaki Japan
1515,Sentivision Polska Sp. z o.o.,Warsaw Poland
1516,Seokyeong University,Seoul Korea
1517,Seoul National University,Seoul Korea
1518,Shahid Beheshti University,Tehran Iran
1519,Shanghai Jiaotong University,Shanghai China
1520,"Shanghai Jiaotong University, Shanghai China; Guizhou University",Guiyang China
1521,"Shanghai Jiaotong University, Shanghai China; Microsoft Research Asia",Beijing China
1522,Shantou University,Guangdong China
1523,Shanxi University,Taiyuan China
1524,Sharif University of Technology,Tehran Iran
1525,Sharp Corporation,Nara Japan
1526,Sharp Laboratories,Oxford UK
1527,Shell Oil Company,New York NY
1528,Shenyang Institute of Aeronautical Engineering,Shenyang China
1529,Shenyang Normal University,Shenyang China
1530,Shih,Chilin
1531,Shimane National University,Matsue City Japan
1532,Shinshu University,Matsumoto Japan
1533,Shiraz University,Shiraz Iran
1534,Shungshin Women's University,Seoul Korea
1535,Siemens AG,Munich Germany
1536,"Siemens AG, Munich Germany; Darmstadt University of Technology",Darmstadt Germany
1537,"Siemens AG, Munich Germany; German Research Center for Artificial Intelligence",Saarbrucken Germany
1538,Siemens CDS,Spain
1539,Siemens Corporate Research,Princeton NJ
1540,Siemens Corporation,Boca Raton FL
1541,Siemens Information Systems,Austin TX
1542,,Siemens Medical Solutions
1543,Siemens NLP Research; Catholic University of Leuven,Leuven Belgium
1544,Siemens-Nixdorf Software Liege,Liege Belgium
1545,"Siemens-Nixdorf Software Liege, Liege Belgium; Catholic University of Leuven",Leuven Belgium
1546,Siena College,Loudonville NY
1547,Sietec Systemtechnik,Berlin Germany
1548,Signition Inc.,Los Alamos NM
1549,Simon Fraser University,Burnaby BC
1550,"Simon Fraser University, Burnaby BC; TCC Communications",Victoria BC
1551,Sinequa,Ivry-sur-Seine France
1552,"Sinequa, Ivry-sur-Seine France; University of Avignon",Avignon France
1553,"Sinequa, Ivry-sur-Seine France; University of Paris 10",Nanterre France
1554,Singapore Management University,Singapore
1555,"Singapore Management University, Singapore; Peking University",Beijing China
1556,Singapore-MIT Alliance,Singapore
1557,"Singapore-MIT Alliance, Singapore; National University of Singapore",Singapore
1558,Sirindhorn International Institute of Technology,Pathumthani Thailand
1559,Sirma AI Ltd.,Sofia Bulgaria
1560,"Sirma AI Ltd., Sofia Bulgaria; University of Sheffield",Sheffield UK
1561,Sofia University,Sofia Bulgaria
1562,Software Design and Management GmbH & Co. KG,Munichi Germany
1563,Software ITC,Cluj-Napoca Romania
1564,Sogang University,Seoul Korea
1565,Sohar University,Sohar Oman
1566,"Sohar University, Sohar Oman; University of Queensland",St. Lucia Australia
1567,Sohu Inc. R&D Center,Beijing China
1568,Sony Computer Science Labs,Tokyo Japan
1569,Sony International,Stuttgart Germany
1570,Soochow University,Suzhou China
1571,"Soochow University, Suzhou China; City University of Hong Kong",Kowloon Hong Kong
1572,"Soochow University, Suzhou China; Institute for Infocomm Research",Singapore
1573,Soochow University,Taipei Taiwan
1574,Soongsil University,Seoul Korea
1575,Sophia University,Tokyo Japan
1576,South China University of Technology,Guangzhou China
1577,Southern Illinois University-Carbondale,Carbondale IL
1578,Southern Illinois University-Edwardsville,Edwardsville IL
1579,Southern Methodist University,Dallas TX
1580,Southwest Research Institute,San Antonio TX
1581,Space Application Services,Belgium
1582,"Speech Communications Research Laboratory, Inc.",Santa Barbara CA
1583,Speech Processing Expertise Center (SPEX),Nijmegen The Netherlands
1584,Speech Research Unit-RSRE,Malvern UK
1585,Speech Systems Inc.,Tarzana CA
1586,SpeechCycle,New York NY
1587,SpeechWorks International Ltd.,New York NY
1588,Sperry Univac,Blue Bell PA
1589,Spiezio,Antonella
1590,"Spoken Translation, Inc.",Berkeley CA
1591,St. Anselm College,Manchester NH
1592,St. Anthony's College,Meghalaya India
1593,St. John's University,Jamaica NY
1594,St. Patrick's College,Dublin Ireland
1595,St. Petersburg State University,St. Petersburg Russia
1596,Standard Elektrik Lorenz AG,Pforzheim Germany
1597,Stanford University,Stanford CA
1598,"Stanford University, Stanford CA; German Research Center for Artificial Intelligence",Saarbrucken Germany
1599,"Stanford University, Stanford CA; Hewlett Packard Company",Palo Alto CA
1600,"Stanford University, Stanford CA; Palo Alto Research Center",Palo Alto CA
1601,"Stanford University, Stanford CA; SRI International",Menlo Park CA
1602,"Stanford University, Stanford CA; University of Wisconsin-Madison",Madison WI
1603,"Stanford University, Stanford CA; YY Technologies",Mountain View CA
1604,State Intellectual Property Office of P.R.,Beijing China
1605,State University of New York at Albany,Albany NY
1606,State University of New York at Albany,Albany NY; AMITIES Consortium
1607,"State University of New York at Albany, Albany NY; Polish Academy of Sciences",Warsaw Poland
1608,"Sterling Software, ITD",McLean VA
1609,Stockholm University,Stockholm Sweden
1610,"Stockholm University, Stockholm Sweden; Royal Institute of Technology",Stockholm
1611,"Stockholm University, Stockholm Sweden; Royal Institute of Technology",Stockholm Sweden
1612,Stony Brook University,Stony Brook NY
1613,Structural Semantics,Palo Alto CA
1614,Sultan Qaboos University,Muscat Oman
1615,"Sumitomo Electric Information Systems Co., Ltd.",Osaka Japan
1616,Summer Institute of Linguistics,Waxhaw NC
1617,Sun Microsystems Laboratories,Burlington MA
1618,Sunflare Company,Tokyo Japan
1619,Sungkyunkwan University,Seoul Korea
1620,Surugadai University,Saitama Japan
1621,Suwon University,Kyungki Korea
1622,Swansea University,Swansea UK
1623,Swarthmore College,Swarthmore PA
1624,Swedish Institute of Computer Science,Stockholm Sweden
1625,"Swedish Institute of Computer Science, Stockholm Sweden; Helsinki University",Helsinki Finland
1626,"Swedish Institute of Computer Science, Stockholm Sweden; Norwegian University of Science and Technology",Trondheim Norway
1627,Swiss Federal Institute of Technology (ETH),Zurich Switzerland
1628,Swiss Life,Zurich Switzerland
1629,"Syllogic, Amersfoot The Netherlands; University of Amsterdam",Amsterdam The Netherlands
1630,Symantec Corporation,Cupertino CA
1631,Synapse Development,Toulouse France
1632,"Synchronetics, Inc.",Baltimore MD
1633,Synthema,Pisa Italy
1634,Syracuse University,Syracuse NY
1635,System Development Corporation,Santa Monica CA
1636,Systems Biology Institute,Tokyo Japan
1637,TA Triumph-Adler AG,Nuremberg Germany
1638,TASC Inc.,Herndon VA
1639,TEMIC Speech Dialog Systems,Ulm Germany
1640,,TIPSTER SE/CM
1641,TIS Inc.,Osaka Japan
1642,"TNO Defense, Security and Safety",Soesterberg The Netherlands
1643,TNO Information and Communication Technology,Delft The Netherlands
1644,TRW Systems Development Division,Redondo Beach CA
1645,Taegu University,Kyungsan Korea
