paper_paper_id,title,venue,year
N16-1030,Neural Architectures for Named Entity Recognition,NAACL,2016
N16-1031,Dynamic Feature Induction: The Last Gist to the State-of-the-Art,NAACL,2016
N16-1032,Drop-out Conditional Random Fields for Twitter with Huge Mined Gazetteer,NAACL,2016
N16-1033,Joint Extraction of Events and Entities within a Document Context,NAACL,2016
N16-1034,Joint Event Extraction via Recurrent Neural Networks,NAACL,2016
N16-1035,Top-down Tree Long Short-Term Memory Networks,NAACL,2016
N16-1036,Recurrent Memory Networks for Language Modeling,NAACL,2016
N16-1037,A Latent Variable Recurrent Neural Network for Discourse-Driven Language Models,NAACL,2016
N16-1038,Questioning Arbitrariness in Language: a Data-Driven Study of Conventional Iconicity,NAACL,2016
N16-1039,Distinguishing Literal and Non-Literal Usage of German Particle Verbs,NAACL,2016
N16-1040,Phrasal Substitution of Idiomatic Expressions,NAACL,2016
N16-1041,Leverage Financial News to Predict Stock Price Movements Using Word Embeddings and Deep Neural Networks,NAACL,2016
N16-1042,Grammatical error correction using neural machine translation,NAACL,2016
N16-1043,Multimodal Semantic Learning from Child-Directed Input,NAACL,2016
N16-1044,Recurrent Support Vector Machines For Slot Tagging In Spoken Language Understanding,NAACL,2016
N16-1045,Expectation-Regulated Neural Model for Event Mention Extraction,NAACL,2016
N16-1046,Agreement on Target-bidirectional Neural Machine Translation,NAACL,2016
N16-1047,Psycholinguistic Features for Deceptive Role Detection in Werewolf,NAACL,2016
N16-1048,Individual Variation in the Choice of Referential Form,NAACL,2016
N16-1049,Joint Learning Templates and Slots for Event Schema Induction,NAACL,2016
N16-1050,Inferring Psycholinguistic Properties of Words,NAACL,2016
N16-1051,Intra-Topic Variability Normalization based on Linear Projection for Topic Classification,NAACL,2016
N16-1052,Shift-Reduce CCG Parsing using Neural Network Models,NAACL,2016
N16-1053,Online Multilingual Topic Models with Multi-Level Hyperpriors,NAACL,2016
N16-1054,STransE: a novel embedding model of entities and relationships in knowledge bases,NAACL,2016
N16-1055,An Unsupervised Model of Orthographic Variation for Historical Document Transcription,NAACL,2016
N16-1056,Bidirectional RNN for Medical Event Detection in Electronic Health Records,NAACL,2016
N16-1057,The Sensitivity of Topic Coherence Evaluation to Topic Cardinality,NAACL,2016
N16-1058,Transition-Based Syntactic Linearization with Lookahead Features,NAACL,2016
N16-1059,A Recurrent Neural Networks Approach for Estimating the Quality of Machine Translation Output,NAACL,2016
N16-1060,Symmetric Patterns and Coordinations: Fast and Enhanced Representations of Verbs and Adjectives,NAACL,2016
N16-1061,Breaking the Closed World Assumption in Text Classification,NAACL,2016
N16-1062,Sequential Short-Text Classification with Recurrent and Convolutional Neural Networks,NAACL,2016
N16-1063,Improved Neural Network-based Multi-label Classification with Better Initialization Leveraging Label Co-occurrence,NAACL,2016
N16-1064,Learning Distributed Word Representations For Bidirectional LSTM Recurrent Neural Network,NAACL,2016
N16-1065,Combining Recurrent and Convolutional Neural Networks for Relation Classification,NAACL,2016
N16-1066,Building Chinese Affective Resources in Valence-Arousal Dimensions,NAACL,2016
N16-1067,Improving event prediction by representing script participants,NAACL,2016
N16-1068,Structured Prediction with Output Embeddings for Semantic Image Annotation,NAACL,2016
N16-1069,Large-scale Multitask Learning for Machine Translation Quality Estimation,NAACL,2016
N16-1070,Conversational Markers of Constructive Discussions,NAACL,2016
N16-1071,Vision and Feature Norms: Improving automatic feature norm learning through cross-modal maps,NAACL,2016
N16-1072,Cross-lingual Wikification Using Multilingual Embeddings,NAACL,2016
N16-1073,Deconstructing Complex Search Tasks: a Bayesian Nonparametric Approach for Extracting Sub-tasks,NAACL,2016
N16-1074,Probabilistic Models for Learning a Semantic Parser Lexicon,NAACL,2016
N16-1075,Unsupervised Compound Splitting With Distributional Semantics Rivals Supervised Methods,NAACL,2016
N16-1076,Weighting Finite-State Transductions With Neural Context,NAACL,2016
N16-1077,Morphological Inflection Generation Using Character Sequence to Sequence Learning,NAACL,2016
N16-1078,Towards Unsupervised and Language-independent Compound Splitting using Inflectional Morphological Transformations,NAACL,2016
N16-1079,Phonological Pun-derstanding,NAACL,2016
N16-1080,A Joint Model of Orthography and Morphological Segmentation,NAACL,2016
N16-1081,Syntactic Parsing of Web Queries with Question Intent,NAACL,2016
N16-1082,Visualizing and Understanding Neural Models in NLP,NAACL,2016
N16-1083,Bilingual Word Embeddings from Parallel and Non-parallel Corpora for Cross-Language Text Classification,NAACL,2016
N16-1084,Joint Learning with Global Inference for Comment Classification in Community Question Answering,NAACL,2016
N16-1085,Weak Semi-Markov CRFs for Noun Phrase Chunking in Informal Text,NAACL,2016
N16-1086,What to talk about and how? Selective Generation using LSTMs with Coarse-to-Fine Alignment,NAACL,2016
N16-1087,Generation from Abstract Meaning Representation using Tree Transducers,NAACL,2016
N16-1088,A Corpus and Semantic Parser for Multilingual Natural Language Querying of OpenStreetMap,NAACL,2016
N16-1089,Natural Language Communication with Robots,NAACL,2016
N16-1090,Inter-document Contextual Language model,NAACL,2016
N16-1091,Ultradense Word Embeddings by Orthogonal Transformation,NAACL,2016
N16-1092,Separating Actor-View from Speaker-View Opinion Expressions using Linguistic Features,NAACL,2016
N16-1093,Clustering for Simultaneous Extraction of Aspects and Features from Reviews,NAACL,2016
N16-1094,Opinion Holder and Target Extraction on Opinion Compounds Ã¢â‚¬â€œ A Linguistic Approach,NAACL,2016
N16-1095,Capturing Reliable Fine-Grained Sentiment Associations by Crowdsourcing and BestÃ¢â‚¬â€œWorst Scaling,NAACL,2016
N16-1096,Mapping Verbs in Different Languages to Knowledge Base Relations using Web Text as Interlingua,NAACL,2016
N16-1097,Comparing Convolutional Neural Networks to Traditional Models for Slot Filling,NAACL,2016
N16-1098,A Corpus and Cloze Evaluation for Deeper Understanding of Commonsense Stories,NAACL,2016
N16-1099,Dynamic Entity Representation with Max-pooling Improves Machine Reading,NAACL,2016
N16-1100,Speed-Constrained Tuning for Statistical Machine Translation Using Bayesian Optimization,NAACL,2016
N16-1101,"Multi-Way, Multilingual Neural Machine Translation with a Shared Attention Mechanism",NAACL,2016
N16-1102,Incorporating Structural Alignment Biases into an Attentional Neural Translation Model,NAACL,2016
N16-1103,Multilingual Relation Extraction using Compositional Universal Schema,NAACL,2016
N16-1104,Effective Crowd Annotation for Relation Extraction,NAACL,2016
N16-1105,A Translation-Based Knowledge Graph Embedding Preserving Logical Property of Relations,NAACL,2016
N16-1106,DAG-Structured Long Short-Term Memory for Semantic Compositionality,NAACL,2016
N16-1107,Bayesian Supervised Domain Adaptation for Short Text Similarity,NAACL,2016
N16-1108,Pairwise Word Interaction Modeling with Deep Neural Networks for Semantic Similarity Measurement,NAACL,2016
N16-1109,An Attentional Model for Speech Translation Without Transcription,NAACL,2016
N16-1110,Information Density and Quality Estimation Features as Translationese Indicators for Human Translation Classification,NAACL,2016
N16-1111,Interpretese vs. Translationese: The Uniqueness of Human Strategies in Simultaneous Interpretation,NAACL,2016
N16-1112,LSTM Neural Reordering Feature for Statistical Machine Translation,NAACL,2016
N16-1113,A Novel Approach to Dropped Pronoun Translation,NAACL,2016
N16-1114,Learning Global Features for Coreference Resolution,NAACL,2016
N16-1115,Search Space Pruning: A Simple Solution for Better Coreference Resolvers,NAACL,2016
N16-1116,Unsupervised Ranking Model for Entity Coreference Resolution,NAACL,2016
N16-1117,Embedding Lexical Features via Low-Rank Tensors,NAACL,2016
N16-1118,The Role of Context Types and Dimensionality in Learning Word Embeddings,NAACL,2016
N16-1119,Improve Chinese Word Embeddings by Exploiting Internal Structure,NAACL,2016
N16-1120,Assessing Relative Sentence Complexity using an Incremental CCG Parser,NAACL,2016
N16-1121,Frustratingly Easy Cross-Lingual Transfer for Transition-Based Dependency Parsing,NAACL,2016
N16-1122,Geolocation for Twitter: Timing Matters,NAACL,2016
N16-1123,Fast and Easy Short Answer Grading with High Accuracy,NAACL,2016
N16-1124,Interlocking Phrases in Phrase-based Statistical Machine Translation,NAACL,2016
N16-1125,Eyes Don't Lie: Predicting Machine Translation Quality Using Eye Movement,NAACL,2016
N16-1126,"Making Dependency Labeling Simple, Fast and Accurate",NAACL,2016
N16-1127,Deep Lexical Segmentation and Syntactic Parsing in the Easy-First Dependency Framework,NAACL,2016
N16-1128,Sentiment Composition of Words with Opposing Polarities,NAACL,2016
N16-1129,Learning to Recognize Ancillary Information for Automatic Paraphrase Identification,NAACL,2016
N16-1130,Learning a POS tagger for AAVE-like language,NAACL,2016
N16-1131,PIC a Different Word: A Simple Model for Lexical Substitution in Context,NAACL,2016
N16-1132,Bootstrapping Translation Detection and Sentence Extraction from Comparable Corpora,NAACL,2016
N16-1133,Discriminative Reranking for Grammatical Error Correction with Statistical Machine Translation,NAACL,2016
N16-1134,Patterns of Wisdom: Discourse-Level Style in Multi-Sentence Quotations,NAACL,2016
N16-1135,Right-truncatable Neural Word Embeddings,NAACL,2016
N16-1136,MAWPS: A Math Word Problem Repository,NAACL,2016
N16-1137,Cross-genre Event Extraction with Knowledge Enrichment,NAACL,2016
N16-1138,Emergent: a novel data-set for stance classification,NAACL,2016
N16-1139,BIRA: Improved Predictive Exchange Word Clustering,NAACL,2016
N16-1140,Integrating Morphological Desegmentation into Phrase-based Decoding,NAACL,2016
N16-1141,The Instantiation Discourse Relation: A Corpus Analysis of Its Properties and Improved Detection,NAACL,2016
N16-1142,Sparse Bilingual Word Representations for Cross-lingual Lexical Entailment,NAACL,2016
N16-1143,Automatic Prediction of Linguistic Decline in Writings of Subjects with Degenerative Dementia,NAACL,2016
N16-1144,Consensus Maximization Fusion of Probabilistic Information Extractors,NAACL,2016
N16-1145,"Simple, Fast Noise-Contrastive Estimation for Large RNN Vocabularies",NAACL,2016
N16-1146,Automatically Inferring Implicit Properties in Similes,NAACL,2016
N16-1147,Visual Storytelling,NAACL,2016
N16-1148,PRIMT: A Pick-Revise Framework for Interactive Machine Translation,NAACL,2016
N16-1149,Incorporating Side Information into Recurrent Neural Network Language Models,NAACL,2016
N16-1150,Capturing Semantic Similarity for Entity Linking with Convolutional Neural Networks,NAACL,2016
N16-1151,$K$-Embeddings: Learning Conceptual Embeddings for Words using Context,NAACL,2016
N16-1152,Convolutional Neural Networks vs. Convolution Kernels: Feature Engineering for Answer Sentence Reranking,NAACL,2016
N16-1153,Semi-supervised Question Retrieval with Gated Convolutions,NAACL,2016
N16-1154,This is how we do it: Answer Reranking for Open-domain How Questions with Paragraph Vectors and Minimal Feature Engineering,NAACL,2016
N16-1155,Multilingual Language Processing From Bytes,NAACL,2016
N16-1156,Ten Pairs to Tag Ã¢â‚¬â€œ Multilingual POS Tagging via Coarse Mapping between Embeddings,NAACL,2016
N16-1157,Part-of-Speech Tagging for Historical English,NAACL,2016
N16-1158,Statistical Modeling of Creole Genesis,NAACL,2016
N16-1159,Shallow Parsing Pipeline - Hindi-English Code-Mixed Social Media Text,NAACL,2016
N16-1160,Bilingual Learning of Multi-sense Embeddings with Discrete Autoencoders,NAACL,2016
N16-1161,Polyglot Neural Language Models: A Case Study in Cross-Lingual Phonetic Representation Learning,NAACL,2016
N16-1162,Learning Distributed Representations of Sentences from Unlabelled Data,NAACL,2016
N16-1163,Retrofitting Sense-Specific Word Vectors Using Parallel Text,NAACL,2016
N16-1164,End-to-End Argumentation Mining in Student Essays,NAACL,2016
N16-1165,Cross-Domain Mining of Argumentative Text through Distant Supervision,NAACL,2016
N16-1166,A Study of the Impact of Persuasive Argumentation in Political Debates,NAACL,2016
N16-1167,Lexical Coherence Graph Modeling Using Word Embeddings,NAACL,2016
N16-1168,Using Context to Predict the Purpose of Argumentative Writing Revisions,NAACL,2016
N16-1169,Automatic Generation and Scoring of Positive Interpretations from Negated Statements,NAACL,2016
N16-1170,Learning Natural Language Inference with LSTM,NAACL,2016
N16-1171,Activity Modeling in Email,NAACL,2016
N16-1172,Clustering Paraphrases by Word Sense,NAACL,2016
N16-1173,Unsupervised Learning of Prototypical Fillers for Implicit Semantic Role Labeling,NAACL,2016
N16-1174,Hierarchical Attention Networks for Document Classification,NAACL,2016
N16-1175,Dependency Based Embeddings for Sentence Classification Tasks,NAACL,2016
N16-1176,Deep LSTM based Feature Mapping for Query Classification,NAACL,2016
N16-1177,Dependency Sensitive Convolutional Neural Networks for Modeling Sentences and Documents,NAACL,2016
N16-1178,MGNC-CNN: A Simple Approach to Exploiting Multiple Word Embeddings for Sentence Classification,NAACL,2016
N16-1179,Improving sentence compression by learning to predict gaze,NAACL,2016
N16-1180,Feuding Families and Former Friends: Unsupervised Learning for Dynamic Fictional Relationships,NAACL,2016
N16-1181,Learning to Compose Neural Networks for Question Answering,NAACL,2016
N16-2001,An End-to-end Approach to Learning Semantic Frames with Feedforward Neural Network,NAACL,2016
N16-2002,Analogy-based detection of morphological and semantic relations with word embeddings: what works and what doesn't.,NAACL,2016
N16-2003,Argument Identification in Chinese Editorials,NAACL,2016
N16-2004,Automatic tagging and retrieval of E-Commerce products based on visual features,NAACL,2016
N16-2005,Combining syntactic patterns and Wikipedia's hierarchy of hyperlinks to extract meronym relations,NAACL,2016
N16-2006,Data-driven Paraphrasing and Stylistic Harmonization,NAACL,2016
N16-2007,Detecting Smart Spammers on Social Network: A Topic Model Approach,NAACL,2016
N16-2008,Developing language technology tools and resources for a resource-poor language: Sindhi,NAACL,2016
N16-2009,Effects of Communicative Pressures on Novice L2 Learners' Use of Optional Formal Devices,NAACL,2016
N16-2010,Explicit Argument Identification for Discourse Parsing In Hindi: A Hybrid Pipeline,NAACL,2016
N16-2011,Exploring Fine-Grained Emotion Detection in Tweets,NAACL,2016
N16-2012,Extraction of Bilingual Technical Terms for Chinese-Japanese Patent Translation,NAACL,2016
N16-2013,Hateful Symbols or Hateful People? Predictive Features for Hate Speech Detection on Twitter,NAACL,2016
N16-2014,Non-decreasing Sub-modular Function for Comprehensible Summarization,NAACL,2016
N16-2015,Phylogenetic simulations over constraint-based grammar formalisms,NAACL,2016
N16-2016,Question Answering over Knowledge Base using Factual Memory Networks,NAACL,2016
N16-2017,Using Related Languages to Enhance Statistical Language Models,NAACL,2016
N16-3001,rstWeb - A Browser-based Annotation Interface for Rhetorical Structure Theory and Discourse Relations,NAACL,2016
N16-3002,Instant Feedback for Increasing the Presence of Solutions in Peer Reviews,NAACL,2016
N16-3003,Farasa: A Fast and Furious Segmenter for Arabic,NAACL,2016
N16-3004,iAppraise: A Manual Machine Translation Evaluation Environment Supporting Eye-tracking,NAACL,2016
N16-3005,Linguistica 5: Unsupervised Learning of Linguistic Structure,NAACL,2016
N16-3006,TransRead: Designing a Bilingual Reading Experience with Machine Translation Technologies,NAACL,2016
N16-3007,New Dimensions in Testimony Demonstration,NAACL,2016
N16-3008,ArgRewrite: A Web-based Revision Assistant for Argumentative Writings,NAACL,2016
N16-3009,Scaling Up Word Clustering,NAACL,2016
N16-3010,Task Completion Platform: A self-serve multi-domain goal oriented dialogue platform,NAACL,2016
N16-3011,Illinois Math Solver: Math Reasoning on the Web,NAACL,2016
N16-3012,LingoTurk: managing crowdsourced tasks for psycholinguistics,NAACL,2016
N16-3013,Sentential Paraphrasing as Black-Box Machine Translation,NAACL,2016
N16-3014,"A Tag-based English Math Word Problem Solver with Understanding, Reasoning and Explanation",NAACL,2016
N16-3015,Cross-media Event Extraction and Recommendation,NAACL,2016
N16-3016,SODA:Service Oriented Domain Adaptation Architecture for Microblog Categorization,NAACL,2016
N16-3017,Lecture Translator - Speech translation framework for simultaneous lecture translation,NAACL,2016
N16-3018,Zara The Supergirl: An Empathetic Personality Recognition System,NAACL,2016
N16-3019,Kathaa: A Visual Programming Framework for NLP Applications,NAACL,2016
N16-3020,â€œWhy Should I Trust You?â€: Explaining the Predictions of Any Classifier,NAACL,2016
N16-4001,English Resource Semantics,NAACL,2016
N16-4002,Multilingual Multimodal Language Processing Using Neural Networks,NAACL,2016
N16-4003,"Question Answering with Knowledge Base, Web and Beyond",NAACL,2016
N16-4004,Recent Progress in Deep Learning for NLP,NAACL,2016
N16-4005,Scalable Statistical Relational Learning for NLP,NAACL,2016
N16-4006,Statistical Machine Translation between Related Languages,NAACL,2016
P00-1001,Invited Talk: Processes That Shape Conversation And Their Implications For Computational Linguistics,ACL,2000
P00-1002,Invited Talk: Generic NLP Technologies: Language Knowledge And Information Extraction,ACL,2000
P00-1003,Invited Talk: Spoken Language Technology: Where Do We Go From Here?,ACL,2000
P00-1004,Translation With Cascaded Finite State Transducers,ACL,2000
P00-1005,Phrase-Pattern-Based Korean To English Machine Translation Using Two Level Translation Pattern Selection,ACL,2000
P00-1006,A Maximum Entropy/Minimum Divergence Translation Model,ACL,2000
P00-1007,Incorporating Compositional Evidence In Memory-Based Partial Parsing,ACL,2000
P00-1008,Tree-Gram Parsing: Lexical Dependencies And Structural Relations,ACL,2000
P00-1009,An Improved Parser For Data-Oriented Lexical-Functional Analysis,ACL,2000
P00-1010,Robust Temporal Processing Of News,ACL,2000
P00-1011,Tagging Unknown Proper Names Using Decision Trees,ACL,2000
P00-1012,The Order Of Prenominal Adjectives In Natural Language Generation,ACL,2000
P00-1013,Spoken Dialogue Management Using Probabilistic Reasoning,ACL,2000
P00-1014,An Unsupervised Approach To Prepositional Phrase Attachment Using Contextually Similar Words,ACL,2000
P00-1015,A Unified Statistical Model For The Identification Of English BaseNP,ACL,2000
P00-1016,Rule Writing Or Annotation: Cost-Efficient Resource Usage For Base Noun Phrase Chunking,ACL,2000
P00-1017,Using Existing Systems To Supplement Small Amounts Of Annotated Grammatical Relations Training Data,ACL,2000
P00-1018,Distributing Representation For Robust Interpretation Of Dialogue Utterances,ACL,2000
P00-1019,Can Nominal Expressions Achieve Multiple Goals?: An Empirical Study,ACL,2000
P00-1020,An Empirical Study Of The Influence Of Argument Conciseness On Argument Effectiveness,ACL,2000
P00-1021,Multi-Agent Explanation Strategies In Real-Time Domains,ACL,2000
P00-1022,A Computational Approach To Zero-Pronouns In Spanish,ACL,2000
P00-1023,Coreference For NLP Applications,ACL,2000
P00-1024,Learning Attribute Selections For Non-Pronominal Expressions,ACL,2000
P00-1025,Finite-State Non-Concatenative Morphotactics,ACL,2000
P00-1026,A Morphologically Sensitive Clustering Algorithm For Identifying Arabic Roots,ACL,2000
P00-1027,Minimally Supervised Morphological Analysis By Multimodal Alignment,ACL,2000
P00-1028,A Constraint-Based Approach To English Prosodic Constituents,ACL,2000
P00-1029,Inducing Probabilistic Syllable Classes Using Multivariate Clustering,ACL,2000
P00-1030,Modeling Local Context For Pitch Accent Prediction,ACL,2000
P00-1031,A New Statistical Approach To Chinese Pinyin Input,ACL,2000
P00-1032,Automatic Detecting/Correcting Errors In Chinese Text By An Approximate Word-Matching Algorithm,ACL,2000
P00-1033,Dependency-Based Syntactic Analysis Of Chinese And Annotation Of Parsed Corpus,ACL,2000
P00-1034,Part-Of-Speech Tagging Based On Hidden Markov Model Assuming Joint Independence,ACL,2000
P00-1035,Language Independent Minimally Supervised Induction Of Lexical Probabilities,ACL,2000
P00-1036,Independence And Commitment: Assumptions For Rapid Training And Execution Of Rule-Based POS Taggers,ACL,2000
P00-1037,An Improved Error Model For Noisy Channel Spelling Correction,ACL,2000
P00-1038,Query-Relevant Summarization Using FAQs,ACL,2000
P00-1039,An Algorithm For One-Page Summarization Of A Long Text Based On Thematic Hierarchy Detection,ACL,2000
P00-1040,Summarizing Multilingual Spoken Negotiation Dialogues,ACL,2000
P00-1041,Headline Generation Based On Statistical Translation,ACL,2000
P00-1042,Named Entity Extraction Based On A Maximum Entropy Model And Transformation Rules,ACL,2000
P00-1043,Extracting Causal Knowledge From A Medical Database Using Graphical Patterns,ACL,2000
P00-1044,Difficulty Indices For The Named Entity Task In Japanese,ACL,2000
P00-1045,Memory-Efficient And Thread-Safe Quasi-Destructive Graph Unification,ACL,2000
P00-1046,Processing Optimality-Theoretic Syntax By Interleaved Chart Parsing And Generation,ACL,2000
P00-1047,A Polynomial-Time Fragment Of Dominance Constraints,ACL,2000
P00-1048,Hidden Markov Model-Based Korean Part-Of-Speech Tagging Considering High Agglutinativity Word-Spacing And Lexical Correlativity,ACL,2000
P00-1049,Synchronous Morphological Analysis Of Grapheme And Phoneme For Japanese OCR,ACL,2000
P00-1050,Chinese-Korean Word Alignment Based On Linguistic Comparison,ACL,2000
P00-1051,Specifying The Parameters Of Centering Theory: A Corpus-Based Evaluation Using Text From Application-Oriented Domains,ACL,2000
P00-1052,The Role Of Centering Theory's Rough-Shift In The Teaching And Evaluation Of Writing Skills,ACL,2000
P00-1053,A Hierarchical Account Of Referential Accessibility,ACL,2000
P00-1054,Lexical Transfer Using A Vector-Space Model,ACL,2000
P00-1055,Using Confidence Bands For Parallel Texts Alignment,ACL,2000
P00-1056,Improved Statistical Alignment Models,ACL,2000
P00-1057,Multi-Component TAG And Notions Of Formal Power,ACL,2000
P00-1058,Statistical Parsing With An Automatically-Extracted Tree Adjoining Grammar,ACL,2000
P00-1059,Corpus-Based Lexical Choice In Natural Language Generation,ACL,2000
P00-1060,An Information-Theory-Based Feature Type Analysis For The Modeling Of Statistical Parsing,ACL,2000
P00-1061,Lexicalized Stochastic Modeling Of Constraint-Based Grammars Using Log-Linear Measures And EM Training,ACL,2000
P00-1062,Utilizing The World Wide Web As An Encyclopedia: Extracting Term Descriptions From Semi-Structured Texts,ACL,2000
P00-1063,Term Recognition Using Technical Dictionary Hierarchy,ACL,2000
P00-1064,Mapping WordNets Using Structural Information,ACL,2000
P00-1065,Automatic Labeling Of Semantic Roles,ACL,2000
P00-1066,Feature Logic For Dotted Types: A Formalism For Complex Word Meanings,ACL,2000
P00-1067,PENS: A Machine-Aided English Writing System For Chinese Users,ACL,2000
P00-1068,Diagnostic Processing Of Japanese For Computer-Assisted Second Language Learning,ACL,2000
P00-1069,Word Sense Disambiguation By Learning From Unlabeled Data,ACL,2000
P00-1070,Importance Of Pronominal Anaphora Resolution In Question Answering Systems,ACL,2000
P00-1071,The Structure And Performance Of An Open-Domain Question Answering System,ACL,2000
P00-1072,Dimension-Reduced Estimation Of Word Co-Occurrence Probability,ACL,2000
P00-1073,Distribution-Based Pruning Of Backoff Language Models,ACL,2000
P00-1074,Panel: Computational Linguistics Research On Philippine Languages,ACL,2000
P00-1075,Panel: Development Of Computational Linguistics Research: A Challenge For Indonesia,ACL,2000
P00-1076,Panel: Good Spelling Of Vietnamese TextsOne Aspect Of Computational Linguistics In Vietnam,ACL,2000
P00-1077,Panel: Computational Linguistics In India: An Overview,ACL,2000
P00-1078,Panel: The State Of The Art In Thai Language Processing,ACL,2000
P00-1079,Panel: Computational Linguistics In Malaysia,ACL,2000
P01-1001,Invited Talk: Interpreting The Human Genome Sequence Using Stochastic Grammars,ACL,2001
P01-1002,Invited Talk: Processing Broadcast Audio For Information Access,ACL,2001
P01-1003,Improvement Of A Whole Sentence Maximum Entropy Language Model Using Grammatical Features,ACL,2001
P01-1004,Low-Cost High-Performance Translation Retrieval: Dumber Is Better,ACL,2001
P01-1005,Scaling To Very Very Large Corpora For Natural Language Disambiguation,ACL,2001
P01-1006,Evaluation Tool For Rule-Based Anaphora Resolution Methods,ACL,2001
P01-1007,Guided Parsing Of Range Concatenation Languages,ACL,2001
P01-1008,Extracting Paraphrases From A Parallel Corpus,ACL,2001
P01-1009,Alternative Phrases And Natural Language Information Retrieval,ACL,2001
P01-1010,What Is The Minimal Set Of Fragments That Achieves Maximal Parse Accuracy?,ACL,2001
P01-1011,Underspecified Beta Reduction,ACL,2001
P01-1012,Detecting Problematic Turns In Human-Machine Interactions: Rule-Induction Versus Memory-Based Learning Approaches,ACL,2001
P01-1013,Chinese Text Segmentation With MBDP-1: Making The Most Of Training Corpora,ACL,2001
P01-1014,Towards Automatic Classification Of Discourse Elements In Essays,ACL,2001
P01-1015,From Rags To Riches: Exploiting The Potential Of A Flexible Generation Architecture,ACL,2001
P01-1016,Non-Verbal Cues For Discourse Structure,ACL,2001
P01-1017,Immediate-Head Parsing For Language Models,ACL,2001
P01-1018,Constraints On Strong Generative Power,ACL,2001
P01-1019,An Algebra For Semantic Construction In Constraint-Based Grammars,ACL,2001
P01-1020,A Machine Learning Approach To The Automatic Evaluation Of Machine Translation,ACL,2001
P01-1021,Grammars For Local And Long Dependencies,ACL,2001
P01-1022,Practical Issues In Compiling Typed Unification Grammars For Speech Recognition,ACL,2001
P01-1023,Empirically Estimating Order Constraints For Content Planning In Generation,ACL,2001
P01-1024,Topological Dependency Trees: A Constraint-Based Account Of Linear Precedence,ACL,2001
P01-1025,Methods For The Qualitative Evaluation Of Lexical Association Measures,ACL,2001
P01-1026,Organizing Encyclopedic Knowledge Based On The Web And Its Application To Question Answering,ACL,2001
P01-1027,Refined Lexicon Models For Statistical Machine Translation Using A Maximum Entropy Approach,ACL,2001
P01-1028,Generating With A Grammar Based On Tree Descriptions: A Constraint-Based Approach,ACL,2001
P01-1029,Word Order In German: A Formal Dependency Grammar Using A Topological Hierarchy,ACL,2001
P01-1030,Fast Decoding And Optimal Decoding For Machine Translation,ACL,2001
P01-1031,Resolving Ellipsis In Clarification,ACL,2001
P01-1032,Mapping Lexical Entries In A Verbs Database To WordNet Senses,ACL,2001
P01-1033,Towards Abstract Categorial Grammars,ACL,2001
P01-1034,XML-Based Data Preparation For Robust Deep Parsing,ACL,2001
P01-1035,Serial Combination Of Rules And Statistics: A Case Study In Czech Tagging,ACL,2001
P01-1036,Topic-Focus And Salience,ACL,2001
P01-1037,The Role Of Lexico-Semantic Feedback In Open-Domain Textual Question-Answering,ACL,2001
P01-1038,Generation Of VP Ellipsis: A Corpus-Based Approach,ACL,2001
P01-1039,Information Extraction From Voicemail,ACL,2001
P01-1040,A Common Framework For Syntactic Annotation,ACL,2001
P01-1041,Japanese Named Entity Recognition Based On A Simple Rule Generator And Decision Tree Learning,ACL,2001
P01-1042,Joint And Conditional Estimation Of Tagging And Parsing Models,ACL,2001
P01-1043,A Language Independent Shallow-Parser Compiler,ACL,2001
P01-1044,Parsing With Treebank Grammars: Empirical Bounds Theoretical Models And The Structure Of The Penn Treebank,ACL,2001
P01-1045,From Chunks To Function-Argument Structure: A Similarity-Based Approach,ACL,2001
P01-1046,Evaluating Smoothing Algorithms Against Plausibility Judgements,ACL,2001
P01-1047,Extending Lambek Grammars: A Logical Account Of Minimalist Grammars,ACL,2001
P01-1048,Predicting User Reactions To System Error,ACL,2001
P01-1049,Building Semantic Perceptron Net For Topic Spotting,ACL,2001
P01-1050,Towards A Unified Approach To Memory- And Statistical-Based Machine Translation,ACL,2001
P01-1051,Error Profiling: Toward A Model Of English Acquisition For Deaf Learners,ACL,2001
P01-1052,Logic Form Transformation Of WordNet And Its Applicability To Question Answering,ACL,2001
P01-1053,Automatic Detection Of Syllable Boundaries Combining The Advantages Of Treebank And Bracketed Corpora Training,ACL,2001
P01-1054,Tractability And Structural Closures In Attribute Logic Type Signatures,ACL,2001
P01-1055,Using Machine Learning To Maintain Rule-Based Named-Entity Recognition And Classification Systems,ACL,2001
P01-1056,Evaluating A Trainable Sentence Planner For A Spoken Dialogue System,ACL,2001
P01-1057,Using A Randomised Controlled Clinical Trial To Evaluate An NLG System,ACL,2001
P01-1058,Evaluating CETEMPublico A Free Resource For Portuguese,ACL,2001
P01-1059,Producing Biographical Summaries: Combining Linguistic Knowledge With Corpus Statistics,ACL,2001
P01-1060,Parse Forest Computation Of Expected Governors,ACL,2001
P01-1061,Computational Properties Of Environment-Based Disambiguation,ACL,2001
P01-1062,Incremental Construction Of Compact Acyclic NFAs,ACL,2001
P01-1063,A Bayesian Model For Morpheme And Paradigm Identification,ACL,2001
P01-1064,A Statistical Model For Domain-Independent Text Segmentation,ACL,2001
P01-1065,A Generic Approach To Parallel Chart Parsing With An Application To LinGO,ACL,2001
P01-1066,Quantitative And Qualitative Evaluation Of Darpa Communicator Spoken Dialogue Systems,ACL,2001
