to_userId,from_userId,relation
921,2928,follow
1965,3746,follow
2171,2647,follow
2747,3512,review
589,849,review
2637,364,review
3391,654,follow
582,3200,follow
1422,3423,like
406,147,like
2535,3285,review
165,1449,review
2594,1688,like
122,2203,follow
3219,92,follow
3135,512,like
1229,3102,review
2524,2173,review
482,827,like
838,2009,review
3425,1915,follow
3699,3242,like
2761,3128,review
549,537,follow
809,3506,like
755,3245,follow
502,2581,review
1187,373,like
3513,675,review
1453,3711,like
2167,837,like
3295,522,like
962,3653,like
2319,1822,like
79,2464,like
184,1024,review
542,1427,follow
3634,2803,like
3716,2919,review
882,20,review
1701,509,review
242,1237,like
2405,268,follow
1782,596,like
482,3307,follow
1592,2820,like
972,3733,follow
2242,1257,review
25,508,review
3271,1710,follow
1344,2719,review
3297,357,follow
2263,3199,like
2252,2901,review
1715,3157,like
421,2797,review
2044,16,follow
2778,1643,review
1497,1248,like
2835,2115,review
3248,1740,like
2830,582,review
2890,3164,like
2899,2666,follow
1159,1272,follow
874,1274,like
1025,1034,follow
2388,2935,review
1449,977,like
2629,2414,like
649,1189,follow
2957,2319,like
2658,1123,follow
2623,1062,follow
1170,1719,review
2930,3216,review
1654,3372,follow
3516,2939,like
275,1526,review
2807,363,review
1666,2018,like
2594,851,like
2956,1151,like
2912,2237,like
2363,2151,follow
2808,848,review
491,118,review
496,551,like
3472,3424,follow
737,1183,like
1709,2287,follow
1837,1028,review
183,303,review
2834,1701,like
1620,3096,follow
2184,1719,follow
2711,1448,follow
2617,3567,review
1366,2949,follow
366,2817,like
2034,85,like
1079,249,follow
3742,3669,review
2285,498,review
1804,871,like
3357,3304,follow
2752,1089,follow
824,2836,review
643,2029,like
585,3547,follow
2846,3306,review
1337,644,follow
2247,612,like
1873,3490,follow
3467,3235,follow
341,3545,like
1587,2340,follow
322,2032,review
1491,1015,like
3271,618,review
2476,3128,follow
2366,887,review
1095,1626,review
3650,2658,review
3635,3509,review
1081,1543,follow
2166,3434,review
3027,213,review
2463,1542,follow
3752,2197,follow
3384,368,review
2062,1993,review
2651,2031,review
1933,2927,like
1110,3160,review
2589,1744,like
3096,3453,follow
943,2874,like
25,1436,review
636,1329,like
2719,514,like
1382,2435,review
27,2868,like
1557,1622,like
3117,3452,review
1159,3217,review
2653,1596,like
25,985,like
1175,190,follow
749,2665,review
279,1575,like
672,3102,like
1790,1450,follow
2136,3034,like
3719,435,like
40,2191,follow
3057,658,follow
263,1936,review
1179,2044,like
1146,226,follow
1945,1469,review
1751,3215,review
3563,2923,follow
2327,1430,like
3529,100,like
1597,500,follow
717,1456,review
2040,1805,review
3721,1440,like
273,1333,review
1744,3660,review
272,3499,like
3017,974,like
3612,2412,review
369,3369,follow
1078,1625,review
1360,3615,review
1116,3618,like
1873,785,like
485,1402,review
1610,203,review
3561,1781,follow
3748,3580,follow
2256,53,review
1624,2288,follow
3094,503,follow
3534,2427,follow
2441,291,follow
173,2817,review
2388,2545,review
588,985,follow
541,1157,like
772,660,like
226,838,follow
2590,2035,follow
1434,1911,like
2048,1584,follow
1638,663,review
969,1485,like
229,3641,like
3030,867,follow
1065,3309,review
743,2791,follow
699,2973,follow
3573,3199,follow
2477,620,follow
3600,1375,review
624,18,like
979,2291,review
2027,440,review
3223,878,like
1307,329,like
3620,1377,like
916,27,follow
2725,2612,like
587,1469,like
3415,3442,follow
1883,3200,review
682,1100,review
538,2719,like
2851,1291,review
643,3383,follow
512,41,follow
2423,1750,like
1501,2350,like
1876,524,like
980,2096,like
1795,3498,review
2275,2289,follow
2217,2317,review
940,2094,follow
1243,1298,like
236,482,follow
3227,1404,follow
1256,2344,review
1509,2829,review
361,3152,like
3388,3430,like
1353,3131,follow
241,2170,follow
996,1618,follow
1498,517,like
2303,1132,follow
1502,3448,review
3698,3651,follow
129,1587,like
3691,1303,like
1820,3508,review
2231,1839,review
3612,1539,like
1229,3568,follow
2277,983,like
3404,2513,like
2810,2933,follow
1683,2717,like
319,3513,review
3414,3264,like
548,2653,follow
2767,3258,review
3626,1467,review
1718,3595,review
3043,1233,follow
295,1003,review
2261,2938,review
2999,2887,review
1908,3315,follow
2030,924,review
415,1418,follow
1239,893,follow
2828,2897,like
131,2711,review
2894,321,follow
1820,1409,follow
1220,1498,follow
345,577,like
2978,248,follow
2732,1709,like
3058,3692,like
1190,3571,like
3332,903,follow
424,28,review
669,2866,like
1639,176,like
175,3175,review
656,2234,follow
1662,533,review
2680,1660,like
1529,3432,review
1023,424,like
1400,723,review
228,640,review
3355,45,follow
3658,3720,review
1811,3746,follow
1070,1816,review
2274,2923,like
494,3355,follow
715,1113,like
1229,3721,review
2494,714,review
1309,806,follow
3041,2316,like
1438,70,review
1725,3745,follow
2007,1322,review
989,239,review
2452,1058,follow
3452,3440,review
1350,242,review
925,2097,review
2028,652,follow
1675,3179,follow
682,1132,follow
3250,391,follow
2930,2040,follow
1132,710,like
2195,2301,follow
2990,2826,like
562,2764,review
2802,3695,review
1252,1741,review
2252,3622,review
143,1530,like
1631,1373,follow
541,2021,review
130,2615,review
1593,3420,review
1243,2353,like
228,430,review
1244,788,like
3112,2904,review
2553,1850,review
2047,2077,follow
728,2917,review
2977,213,follow
3081,1518,review
1100,2268,review
3593,2264,like
2580,2426,review
2377,2701,follow
967,2593,follow
968,2385,review
479,1650,like
3574,2229,follow
1114,929,follow
3030,555,like
1826,1282,follow
2316,3249,review
3488,559,review
1783,2161,review
1467,682,review
1360,1955,like
204,2110,follow
2714,3713,review
2677,3560,review
2511,2300,review
2196,2057,review
775,1026,review
691,3127,like
1790,2751,like
1592,2925,follow
54,987,like
2449,1433,like
2082,1479,follow
1018,1529,review
3535,915,follow
2593,2940,review
3361,3376,like
3444,2113,follow
212,1657,review
2853,3310,like
1513,484,follow
1268,1995,like
2811,305,review
3092,3714,review
3497,3534,like
2206,895,follow
2344,923,follow
2567,1733,review
193,41,like
3225,3127,like
902,1458,review
3678,3496,review
3182,2815,follow
1109,2533,like
2029,707,follow
3268,2128,follow
3356,1072,like
1039,2426,review
3090,2153,review
818,583,like
2945,1808,follow
3696,611,like
1739,3576,follow
2887,2758,like
3071,3494,follow
255,2351,like
1662,340,follow
2451,1665,review
1911,2316,like
1133,2890,like
2838,2737,like
2466,1631,follow
379,327,review
3362,3203,review
1260,2407,like
2430,2814,like
3402,1869,follow
1400,724,follow
3594,1277,review
234,1781,review
3019,2251,review
776,2184,follow
1813,2211,review
1183,3,review
2950,3711,follow
2457,2568,review
120,2552,like
546,2680,review
3383,1867,review
1199,1407,like
2725,2805,like
815,266,follow
2602,3211,follow
1978,2854,follow
1754,2131,follow
56,332,like
3310,2029,review
312,1977,review
2435,3205,follow
1652,883,like
1717,1138,follow
1936,149,review
165,2848,follow
1170,3295,like
3331,1429,review
544,2979,like
3640,1912,review
2292,3234,review
2641,2757,like
3698,3022,like
1239,3064,like
3103,1646,like
1984,1704,review
377,2551,review
3532,2403,follow
2508,781,like
1012,3512,like
3660,1572,like
1071,1065,review
1342,3336,follow
2545,3758,like
3282,3386,like
3017,2911,follow
2489,1757,review
2706,1701,review
1916,3440,review
137,3479,follow
2982,3474,follow
1113,1622,follow
3503,3548,follow
2160,792,follow
1001,323,follow
1481,486,review
574,1449,review
2591,2394,like
2417,921,follow
1233,1942,like
3141,772,like
3109,97,like
2197,1587,follow
1475,3149,follow
3120,3357,review
2593,1000,like
1464,3582,follow
1011,2218,review
3574,1709,review
3021,764,follow
2387,3193,review
983,2565,follow
1161,2490,follow
3629,2982,like
148,3683,like
815,621,review
3002,3628,follow
1491,2561,follow
527,641,review
1355,342,like
156,2158,follow
3439,2417,like
22,987,review
2253,891,like
23,2733,follow
195,3490,follow
2406,685,review
1190,993,like
3067,3181,review
542,1053,follow
1769,3685,follow
1088,874,review
581,3176,follow
1911,1741,like
3194,3643,follow
161,1407,follow
3684,291,like
1331,835,follow
3134,806,review
585,1828,follow
3597,1828,follow
2599,2374,review
2186,3545,follow
3513,319,like
347,3528,like
1604,267,review
2459,3623,review
2899,2956,like
1635,2518,follow
1166,3096,follow
584,950,like
3645,1059,review
451,3354,follow
1504,3443,review
2761,3602,follow
2797,1157,review
470,2409,review
1527,2467,review
261,1767,review
673,2007,like
404,3497,like
747,993,like
1448,2945,review
1550,3052,follow
3388,3574,like
2667,2582,review
3265,1304,review
2497,978,review
1749,3619,review
1411,2791,review
3515,2702,like
3558,1335,like
2846,1977,review
3102,3406,like
2430,2080,review
2250,1027,follow
3456,1935,follow
1887,2742,follow
784,1904,review
1238,826,like
147,3107,follow
2975,3303,review
3557,3356,follow
2086,230,like
942,2745,like
2642,2446,follow
3627,2067,follow
2149,2959,review
396,3202,review
1065,2440,like
3704,2053,like
2378,657,follow
1578,364,like
1227,1790,follow
1772,2638,follow
1963,3702,follow
3514,2406,like
2595,2292,like
3080,3176,like
3328,1596,review
3487,2746,like
665,1150,follow
1960,647,like
3165,2152,review
1778,2220,follow
48,2190,review
1878,2549,review
595,3494,review
3189,1609,review
156,1146,like
92,3486,review
2875,513,follow
228,2593,follow
2132,2518,follow
1377,3646,like
2051,311,like
505,3120,review
3086,2245,follow
1362,3190,follow
2500,2836,like
3103,929,review
3049,2872,like
3129,688,follow
776,657,like
2102,1500,follow
987,3338,follow
545,926,review
62,3304,like
1759,1591,review
2744,1255,like
2843,570,review
2780,3511,like
3276,1563,follow
2455,3181,like
429,1122,review
888,1613,like
563,1873,review
525,3576,like
967,524,review
850,2991,review
2841,1312,follow
2064,2542,like
2868,3042,like
2441,612,review
1724,505,review
2704,3642,review
3104,2145,like
2078,207,review
791,3115,review
115,3352,like
2190,1924,like
3061,2192,follow
3066,3547,like
1532,1377,like
429,3735,review
2204,2005,follow
2024,2243,follow
2481,1087,follow
3190,2532,review
3243,2105,follow
1383,1010,like
845,3704,follow
3236,2225,follow
1871,3475,like
1040,2631,review
2428,1364,review
2257,393,review
2937,324,like
3581,2659,follow
3342,2254,like
842,718,like
849,3690,like
2952,3696,follow
549,1496,like
3758,603,review
1516,691,follow
3316,884,like
3429,2741,follow
3525,2150,like
2890,3392,follow
1264,1181,follow
1957,1675,review
832,3128,follow
1044,262,like
3664,1810,review
1271,2124,review
413,42,like
3375,1252,review
602,1466,follow
2360,2890,review
3399,2213,follow
3041,3242,review
3576,1031,review
521,1788,review
1572,3600,review
3321,804,review
2357,911,follow
2008,2118,follow
3562,706,follow
2312,2042,review
81,2697,like
2593,294,follow
2107,960,like
3245,857,review
3145,1826,review
3002,1122,review
2665,2406,like
2918,138,follow
452,1082,review
1120,1815,like
3323,432,like
776,3009,review
2454,2856,review
166,2896,review
1690,1767,like
3130,2580,review
3534,1402,follow
1231,1723,like
343,282,review
2092,1495,like
3318,419,review
1175,1600,review
420,2793,review
2053,1815,follow
1320,475,review
1259,2141,like
211,725,like
137,3559,review
904,2224,like
3392,1540,review
3290,1819,like
2253,2288,like
1035,2881,follow
3286,704,like
217,205,follow
1624,2414,review
396,2592,review
511,808,follow
2038,929,follow
1655,2894,review
1530,2378,like
2803,371,follow
3253,46,like
192,3300,follow
1689,308,like
1130,2142,review
1045,1175,like
3015,811,like
3554,226,like
1242,1528,review
2964,1759,follow
576,1613,like
3054,2207,review
3231,2058,like
3460,1867,review
733,148,review
470,3506,like
3468,3727,follow
2401,3396,like
2628,3352,review
152,1058,like
2525,997,review
2685,2278,follow
355,280,review
2247,3132,review
2833,3706,follow
3548,3488,review
436,3121,review
738,384,review
3664,228,review
77,1514,like
2410,2465,follow
1619,3324,follow
3378,2945,review
800,291,review
3165,232,follow
956,2422,follow
55,986,follow
1503,2190,like
2630,101,review
2998,357,review
3556,2748,like
955,2740,follow
1051,2799,like
3224,2474,review
2235,2779,follow
346,1424,like
1299,245,follow
199,3262,like
925,642,like
799,3431,review
1629,3469,like
1756,1920,review
3120,648,like
1634,778,review
571,824,follow
799,3440,follow
2721,185,like
2603,1564,follow
1918,810,like
900,1413,follow
3234,1835,review
2770,2861,follow
195,147,follow
402,2713,follow
2417,401,review
2312,1856,like
3694,2012,like
3373,2860,follow
5,2953,follow
871,3478,like
3561,3378,follow
858,1944,review
3203,2022,follow
1833,1206,follow
599,1284,follow
656,335,follow
1986,896,review
1543,3620,follow
2374,1618,like
1336,2613,review
2145,516,like
640,1141,review
1905,2111,follow
3111,3016,like
110,1055,review
2632,2079,review
1368,2063,review
2232,2831,review
2605,3,like
3336,3139,like
772,3118,like
1047,798,like
3421,1928,like
384,516,follow
1951,589,like
1449,2989,review
2865,2872,follow
1611,3184,review
1585,1373,follow
3053,2024,follow
2334,1895,like
3429,29,like
2577,2313,review
858,1210,review
2871,2298,follow
847,3325,like
58,1992,follow
3275,458,follow
1525,1607,like
761,1193,follow
1663,773,like
1796,3453,follow
899,1614,follow
3110,3262,like
1178,3140,review
1962,1398,follow
2105,2188,review
3413,3121,like
32,854,review
485,1913,like
1817,2841,follow
1399,3721,review
3281,1531,review
1465,1188,follow
420,2708,follow
2444,175,follow
1980,650,like
1816,2685,follow
2869,1935,follow
1651,2059,follow
2579,1432,like
2344,247,review
3054,3294,review
2555,2353,like
2167,900,like
2986,725,review
1318,3040,follow
2347,1418,like
1209,2438,review
3092,1547,like
2026,1294,review
2867,3454,like
920,1431,follow
1886,239,review
109,1286,follow
2315,1166,follow
2824,739,follow
3385,2051,review
1483,669,review
928,499,like
2341,3429,follow
3034,3363,review
1594,812,like
2294,1847,review
330,2695,like
1520,3142,follow
3430,513,follow
3262,2307,like
1714,3278,like
66,3097,review
2773,2433,like
1010,2400,review
2949,3657,follow
1008,1788,like
1922,1801,review
1377,2179,follow
2419,3574,like
3625,696,follow
3471,2032,like
2866,415,follow
1852,1865,like
1232,1154,like
1828,524,like
3064,2402,follow
889,1444,like
2063,2310,review
2564,2929,like
1549,2203,review
448,2453,follow
1529,3001,review
1639,1691,like
1322,3119,review
2214,1837,like
3191,2149,like
2985,953,follow
2548,804,like
33,1334,like
984,3001,review
2423,1252,review
2993,372,review
1735,1891,like
1120,1430,review
1086,2656,review
769,514,review
3098,2811,review
2146,1186,follow
2120,2469,review
2124,726,review
527,373,review
3496,1851,review
1213,3010,review
3070,991,follow
2560,1972,like
212,563,like
1783,202,follow
151,1536,follow
526,105,review
252,2612,follow
280,1276,follow
3299,3608,follow
2391,3600,like
570,1505,review
1748,2004,follow
1516,3272,like
3513,2162,review
2457,1060,follow
2782,2317,like
3640,2920,review
1052,2702,like
3162,3003,like
1720,1066,follow
668,133,review
2766,2903,follow
1173,3726,review
3178,3639,follow
957,1555,follow
2926,2158,like
50,2782,follow
2940,140,like
2770,1876,review
1607,2574,review
340,19,like
489,1418,review
2258,2736,like
599,1543,review
3300,828,review
2204,1226,review
2441,1694,review
216,897,like
105,1569,like
3579,1371,review
1954,3747,review
1074,2152,review
3050,1277,review
3559,318,review
793,2223,follow
1080,655,like
1330,2899,review
1846,1248,like
3452,3448,like
155,2192,follow
675,3589,follow
2889,68,like
167,1493,follow
160,2084,like
1688,1581,like
3735,2946,review
3142,3628,like
2559,2113,follow
567,1415,follow
1151,2054,follow
2280,1271,like
2700,1009,review
1943,989,follow
718,3142,review
1099,1964,follow
3182,2583,follow
3600,3690,review
1731,3183,review
2152,1349,like
3363,3443,review
1476,2115,review
1497,1561,review
3017,2716,like
2820,3238,follow
1059,2222,follow
3379,767,review
39,2446,like
3268,368,like
3256,3455,follow
3077,1962,review
1555,3070,like
528,1260,follow
3591,2382,like
1704,3444,review
1751,181,follow
1743,1160,review
1998,921,review
2590,1905,follow
3579,2981,follow
2570,3515,like
98,2709,like
3731,137,like
3044,607,like
3647,855,review
181,105,review
342,2093,like
785,3158,follow
124,3063,review
3480,557,follow
1160,1442,follow
1471,1849,review
749,678,like
1554,1830,review
1441,1712,follow
3633,1419,review
3568,847,like
3116,3298,follow
497,3449,follow
1969,2232,review
1970,2506,follow
2259,1060,follow
3713,1639,follow
2762,1825,follow
2326,658,like
2499,3354,review
541,1447,like
3434,2264,like
1724,2641,review
2020,2211,like
3308,357,review
1541,2736,like
3739,1191,review
2053,2368,like
2338,1069,follow
2093,1144,follow
1971,3460,review
3549,234,follow
3278,3107,follow
1620,403,like
1605,2681,follow
1512,2171,review
1001,1733,follow
2108,1890,review
155,3747,like
3060,2934,like
678,1629,like
2777,1428,review
789,2911,like
821,3475,review
3311,3399,follow
2731,1734,like
3262,807,review
204,1545,like
1529,394,like
3251,1308,review
373,2737,like
211,292,follow
1216,3333,review
569,1689,like
2488,1153,like
717,1171,follow
2583,3506,follow
2494,3737,review
3626,466,follow
957,3610,review
912,1198,like
1660,1077,follow
3302,2740,review
2974,3706,follow
159,2766,like
151,988,like
3277,3295,follow
1841,2640,follow
656,3115,follow
1913,916,like
1179,3405,review
2039,3671,review
2113,3712,follow
3129,2385,follow
3435,2592,review
1849,1503,like
1859,657,follow
1541,3703,review
728,2881,review
767,942,review
1799,2948,review
1640,796,like
2334,1030,review
3273,488,like
3194,691,follow
737,328,review
234,3457,like
2069,3019,follow
1417,3017,review
3652,983,like
1500,1247,review
1742,108,follow
243,3464,like
2494,2712,follow
394,3495,review
2184,1705,review
614,3131,review
2471,2879,review
1524,2146,like
411,1206,like
3603,1782,like
2800,2052,follow
1967,2815,follow
652,1114,follow
350,507,like
2030,1036,follow
2627,941,review
1901,1696,review
626,967,follow
2115,1172,like
1862,452,follow
849,2999,review
788,3433,follow
675,1928,review
1888,2268,like
2608,575,like
826,2316,like
433,2610,follow
1445,3420,review
2999,2197,like
2391,2679,like
153,3556,follow
2437,1245,review
2515,1075,follow
3462,194,like
1145,1955,like
2744,522,review
408,3472,follow
3253,1069,like
3227,1052,review
945,1118,review
595,1919,follow
2423,159,like
1240,3414,review
3708,874,review
1197,34,review
3324,2081,review
187,2851,follow
1575,2226,follow
3441,2296,follow
1474,2661,follow
3500,613,follow
2994,581,like
3537,3264,review
1092,3258,review
2469,2817,like
3456,1669,follow
983,3558,like
1601,2412,like
695,3411,review
336,2872,like
2003,26,like
3364,3007,like
1174,2969,like
2858,2139,like
3274,3329,like
2393,42,follow
2987,792,like
1793,3500,follow
3454,3714,like
2745,3141,follow
3187,2157,follow
3691,271,review
3556,3214,like
2134,2157,review
3552,438,follow
2873,449,like
174,1001,review
2752,960,review
3391,2450,like
1324,2303,review
2469,1841,follow
1948,2509,like
3482,2130,follow
712,2038,follow
1696,1089,follow
709,3508,follow
2327,910,review
1109,3230,like
2038,2667,follow
993,650,like
3449,56,like
3036,3540,like
2641,2529,follow
363,1505,follow
3732,818,follow
1660,455,review
3257,2618,follow
863,2349,follow
2195,1107,review
787,2542,follow
309,1509,review
136,1487,review
2361,1881,follow
1954,2496,review
3145,1965,follow
1974,2387,follow
2355,2231,like
3468,107,like
382,3575,follow
1382,2484,follow
3339,2738,review
3295,3507,like
3648,2484,follow
2377,3735,follow
3653,3365,review
3615,167,review
1286,533,review
3666,3197,review
731,1177,like
2244,2608,follow
3179,1084,follow
104,307,review
158,660,follow
1710,871,like
2327,340,like
1560,3182,review
2570,1662,like
3656,3055,follow
773,3233,review
125,856,like
2561,2674,like
1988,2505,like
3118,867,follow
512,770,review
1673,1573,review
1663,3527,follow
1039,935,follow
577,3428,follow
559,472,like
63,1073,follow
3005,329,like
3521,734,like
3603,1767,like
975,564,like
3022,274,like
1086,1123,like
2102,282,like
2699,1982,follow
346,2858,like
3166,468,like
1198,2971,like
1890,3124,like
1855,2798,like
482,2648,review
3683,2341,follow
640,1149,follow
1700,2635,follow
1368,1224,like
2120,2304,like
2866,494,follow
1946,1750,like
1966,1036,follow
3105,2342,review
2608,1076,review
2357,1680,follow
3067,2271,follow
1977,2933,review
2793,2555,follow
2682,1595,follow
176,3329,follow
1393,2012,review
3171,2505,like
2931,3655,review
1516,3217,follow
2651,2211,like
3120,1970,follow
3525,2005,review
1424,3145,review
43,1876,follow
2573,3321,review
333,1044,like
871,3363,follow
3071,737,follow
1710,1506,follow
2409,670,review
1321,2141,like
1250,2403,follow
1145,3242,like
446,2221,review
1845,1830,like
1315,2522,like
3145,1176,review
431,2186,review
3107,298,like
1511,2853,review
615,2712,like
2319,169,review
1598,3206,follow
1355,2185,like
1380,109,follow
863,1164,like
621,2098,review
3288,395,review
1601,412,review
2494,1349,follow
3013,1739,review
697,557,like
1095,1556,review
670,24,follow
1236,2644,review
2349,389,like
3265,580,review
1109,460,review
3277,533,review
3084,2302,like
1650,459,follow
2323,3435,like
3696,1397,like
1576,1151,review
3177,3482,like
1695,937,follow
1916,634,follow
224,692,like
3038,134,review
2096,3673,follow
3078,493,review
3366,612,review
2950,816,like
710,1757,like
22,3720,follow
3541,111,like
1931,2367,review
3262,444,like
932,3622,like
2677,221,review
83,2454,follow
1020,2830,like
1255,2307,review
2582,2370,like
2375,3586,like
77,690,like
3093,3377,like
2289,3587,like
2182,3230,follow
1287,3545,like
3358,719,follow
1062,2132,like
387,976,follow
1704,122,like
1590,3750,review
22,2252,review
3376,643,like
1892,3413,review
2350,615,follow
3043,1815,like
1875,102,like
1801,2890,review
3512,1798,follow
591,2045,follow
1930,1446,review
3296,1858,like
3464,1888,review
2825,2667,review
3669,3434,follow
3253,714,follow
1218,241,review
3728,3107,follow
3031,2979,like
3049,1585,review
3032,2546,review
2828,841,like
803,741,review
785,1325,like
2060,1106,like
768,2431,review
1884,58,follow
2605,3093,like
2979,776,follow
2487,2817,review
1993,3097,review
3593,2403,like
103,3017,like
3344,2685,review
2805,1894,follow
1662,2406,review
2429,1496,follow
2559,3646,like
2546,272,review
1860,1282,follow
3638,3597,like
542,661,like
2427,708,like
979,498,review
2385,1849,follow
500,1551,review
2223,2637,like
2327,1012,like
41,2515,follow
3288,863,review
2175,3201,like
855,957,like
1324,3626,review
3464,489,like
965,2344,follow
2456,1164,review
1714,2595,follow
3103,1132,review
1800,3532,follow
1722,15,like
1749,891,review
3557,344,follow
2737,2057,follow
3337,1188,like
1948,564,like
146,2637,like
3266,415,like
290,3323,review
3483,84,like
664,876,follow
535,3252,review
2626,686,review
986,3121,like
2387,2957,follow
740,1081,like
3556,357,like
1091,3311,follow
1297,1377,like
833,696,review
2948,656,like
2710,105,review
1797,1648,follow
2561,565,review
460,298,like
840,2190,follow
720,2651,like
1276,3041,follow
2537,903,like
1963,3032,review
1309,1415,like
719,3752,review
3169,3457,like
2136,38,follow
3524,2368,like
169,1603,like
1302,2318,like
735,386,like
2115,1396,follow
252,2627,like
467,1666,follow
1129,3605,follow
600,1250,follow
2644,3689,follow
1395,107,follow
1254,894,like
247,361,follow
1131,2844,follow
1794,2792,review
2410,1817,review
1144,3420,follow
3398,2621,follow
834,904,follow
3186,2722,like
3734,2423,like
297,436,review
1197,14,review
1436,1460,follow
2746,130,review
1796,1237,follow
1429,810,like
2455,2877,follow
1238,3641,review
2294,1795,review
3642,2676,like
3156,1105,like
818,405,follow
2946,826,like
754,1247,follow
2939,3756,follow
2224,1649,like
2838,350,review
2978,246,like
3517,604,like
3091,1943,like
1554,1191,review
2711,1253,follow
2168,1303,review
396,1339,like
2100,857,follow
2125,1570,review
3296,1327,review
2034,569,like
3571,1124,follow
1295,2593,like
1717,691,follow
3217,1725,like
2827,3267,review
1797,419,follow
1286,2871,like
211,311,review
1006,3068,like
217,1,review
1003,2621,like
1377,1196,like
1593,67,follow
3677,3352,follow
1269,2042,like
3622,1425,review
1961,2060,like
1901,3525,review
817,3370,like
3538,151,like
1886,2110,follow
1651,3684,follow
1237,448,review
2489,3011,review
2474,657,follow
1796,2662,review
2141,2368,review
3013,519,follow
842,1352,like
2825,2718,review
883,2896,follow
3325,891,follow
3208,2533,review
3256,1359,follow
2311,3332,follow
1284,3243,follow
1653,648,like
2842,370,like
359,3007,follow
925,54,like
2899,1440,review
1391,1140,like
3589,1233,review
2397,131,like
2608,3721,follow
3490,394,review
1028,1360,like
3536,3015,follow
2476,3633,like
124,514,like
477,1196,follow
288,2413,review
1935,670,like
1317,1220,like
1541,1249,review
125,2070,like
814,437,follow
1363,893,like
3202,2848,like
781,132,like
3103,1778,review
3398,920,review
3201,43,like
28,87,like
1663,2425,like
2113,3719,follow
2263,2170,follow
1986,512,review
1279,220,review
3230,3703,follow
2772,2119,follow
1525,401,review
2461,3401,review
2446,2021,review
790,1708,follow
442,1367,like
78,653,follow
2681,2997,like
2335,2440,follow
721,524,review
921,3697,review
1708,1714,review
3219,3561,review
2446,615,review
3687,506,review
880,3694,review
1128,1775,review
946,486,follow
2724,1215,like
3394,2421,follow
370,3307,like
3450,3177,review
2349,1383,follow
987,1255,follow
217,1942,like
3748,565,follow
1842,2798,like
1103,1482,review
2867,2558,like
2683,96,like
272,508,follow
2528,52,follow
1031,1537,like
1478,2837,like
1392,3238,review
1451,3554,like
709,2537,follow
2921,382,review
2849,749,review
2928,3003,review
1133,2073,follow
1554,1338,follow
2713,5,review
1853,948,like
1689,2310,follow
1470,956,follow
2549,170,like
2519,1729,follow
553,594,review
3626,1243,follow
558,3729,review
1601,2271,review
2240,533,review
2963,207,review
1792,3381,review
1449,14,review
1060,3050,follow
1898,353,review
1365,158,review
3622,3241,follow
1072,2709,follow
2949,146,review
3294,3377,review
2062,3619,like
1342,2544,like
2210,1932,review
3360,3063,like
1581,1744,like
2806,1684,review
49,3051,follow
125,2707,review
40,3223,review
2317,2425,review
2963,335,review
325,2392,review
787,2297,follow
1663,1368,like
3113,634,like
1826,467,follow
2514,2159,review
2376,2032,like
2941,648,like
2646,2944,review
2428,2119,follow
1023,3539,follow
2044,2619,like
1557,3554,like
3726,713,follow
2141,1599,follow
1043,3302,like
1499,3334,like
112,972,review
3199,674,like
2500,381,follow
331,828,follow
3665,2780,follow
3723,2991,like
3744,3171,review
3494,1442,follow
1109,1437,like
2184,1708,like
1265,2514,like
397,433,review
963,3492,follow
753,2543,review
2440,100,review
2628,2301,like
2960,2892,follow
278,2305,follow
2515,222,review
2531,1205,follow
3021,55,follow
787,2409,follow
3698,2387,review
845,3371,follow
2525,3454,review
2272,690,like
220,964,review
2189,22,follow
3031,2872,like
3682,2154,follow
1092,3743,like
3060,153,follow
3534,2505,review
3669,2288,follow
318,3565,review
3493,307,follow
1076,2615,follow
1799,1143,like
1344,2081,review
137,3696,review
2865,1051,follow
3060,2088,follow
246,701,like
126,2938,follow
1434,2639,review
2413,3373,like
247,2605,like
3337,2107,review
2325,1066,like
2749,2092,review
760,311,review
2013,2012,review
1982,428,review
535,1021,like
2262,850,review
1971,378,follow
1540,803,review
1942,2736,follow
2599,217,review
629,3739,follow
1324,2386,like
2116,2337,follow
1897,3640,review
777,2319,like
1021,577,review
3027,3693,like
3580,36,like
1435,2619,review
2942,2473,like
2543,1405,review
2423,2209,like
1415,1315,follow
2558,1619,follow
2736,3720,follow
1285,2603,like
3192,198,follow
3124,3734,follow
1688,1677,like
121,3102,review
1899,2304,like
3204,1527,follow
3738,3219,like
839,369,follow
2260,2558,follow
1523,1932,like
3388,3387,review
325,2564,review
675,3358,review
1734,1544,follow
3523,3176,like
2718,1230,like
2622,427,like
678,30,review
1551,2921,follow
3086,988,like
2053,1102,review
878,402,like
3529,481,like
3144,3693,like
1183,1712,follow
2385,383,like
1846,3092,like
527,32,like
3474,215,review
1509,546,follow
3418,2222,like
1476,3514,review
1032,1878,review
2263,1677,like
2937,961,like
640,280,review
268,2494,follow
3111,354,follow
2397,2000,like
1093,1002,follow
2919,1783,review
1062,3197,follow
860,3225,review
3065,226,like
2635,291,follow
798,2492,review
2413,993,like
513,2303,follow
1644,554,follow
128,2740,like
3626,2231,like
2890,1255,like
2618,3290,review
1592,42,like
1705,3104,follow
2573,1431,follow
2127,148,review
3517,845,review
2927,632,review
1063,2112,follow
3428,3282,like
1608,2826,follow
3535,819,like
2110,2875,like
3436,2616,like
3596,1819,like
70,811,follow
2906,477,follow
1565,2494,follow
287,3721,like
